u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,sample,subject
4.427156e+09,2.311401e+18,3.672591e+08,1.984182e+08,5.184178e+16,2.989391e+17,5.650453e+16,3.814959e+19,1.455392e+39,1.398318e+45,1.398318e+45,1.955294e+90,5.334528e+64,1.955294e+90,3.814959e+19,1.455392e+39,1.398318e+45,1.398318e+45,1.955294e+90,5.334528e+64,1.955294e+90,0,100
5.206827e+09,3.503160e+18,6.427556e+09,3.832621e+08,5.677250e+17,6.880794e+17,5.404758e+17,1.987437e+09,1.820117e+18,6.631866e+09,1.271197e+09,-3.683381e+18,-1.712438e+18,-3.609376e+18,3.857710e+09,1.037602e+19,1.178654e+09,1.260563e+09,1.143812e+18,3.810833e+18,-8.621035e+17,0,35
3.995143e+09,5.845941e+17,2.697191e+07,7.492238e+06,1.055874e+14,2.255059e+15,-2.173395e+13,1.892231e+09,1.867198e+18,5.229257e+09,8.745380e+08,-1.863978e+18,-1.193957e+18,-1.850509e+18,2.628722e+09,4.726069e+18,3.070995e+08,1.392436e+08,-1.193144e+16,-2.807695e+17,-1.928628e+16,0,86
3.757822e+09,6.795227e+17,1.578125e+08,1.129668e+07,-4.723608e+14,-8.909396e+15,-1.277985e+13,1.669106e+09,1.678351e+18,4.539793e+09,7.130056e+08,-1.274141e+18,-9.221852e+17,-1.265719e+18,2.462458e+09,4.438778e+18,7.138201e+07,5.461162e+06,-3.125797e+13,-1.883822e+15,-3.450161e+13,0,39
6.220888e+09,6.902347e+18,6.406124e+09,1.867434e+09,6.321366e+18,4.885912e+18,6.335411e+18,2.122343e+09,2.174032e+18,5.154792e+09,9.635322e+08,-2.115417e+18,-1.406331e+18,-2.171481e+18,4.746445e+09,1.681898e+19,3.653608e+09,3.043298e+09,9.252757e+18,9.776745e+18,-2.954997e+18,0,93
3.650662e+09,1.424830e+18,8.507124e+07,1.296857e+07,-6.166847e+13,8.527718e+15,4.345318e+13,1.394347e+09,1.129409e+18,2.700743e+09,5.037291e+08,-5.754367e+17,-5.295252e+17,-5.500339e+17,2.588001e+09,5.145313e+18,2.215074e+08,1.490595e+08,1.252435e+16,-1.417699e+17,9.093249e+15,0,28
8.073877e+09,8.038722e+18,7.350958e+06,1.399604e+06,2.273728e+12,3.801206e+15,-2.717361e+12,3.041175e+09,4.993621e+18,7.291279e+09,1.323539e+09,-4.107081e+18,-2.955089e+18,-4.244878e+18,5.840409e+09,2.571887e+19,3.653696e+08,2.083695e+08,-3.730900e+16,-1.011600e+18,-5.633709e+16,0,41
4.979327e+09,1.809730e+18,1.268233e+09,6.333076e+07,1.252485e+16,6.526582e+16,1.122965e+16,2.081237e+09,2.433526e+18,5.042711e+09,9.227669e+08,-1.897016e+18,-1.398626e+18,-1.759496e+18,3.426277e+09,8.454154e+18,1.609235e+08,3.290691e+08,4.268870e+16,5.323222e+17,-1.755660e+16,0,42
7.416701e+09,1.064533e+19,2.756408e+09,3.125322e+08,1.859544e+17,7.738833e+17,1.314895e+17,2.386815e+09,3.131994e+18,4.647681e+09,8.543051e+08,-1.659780e+18,-1.495034e+18,-1.577145e+18,5.647565e+09,2.529992e+19,2.260206e+09,9.560963e+08,6.786330e+17,1.189968e+18,2.407302e+17,0,9
4.072627e+09,6.287591e+17,1.241114e+07,3.659984e+06,1.862569e+13,1.551689e+15,-4.387750e+12,1.910605e+09,1.883409e+18,3.530667e+09,5.956555e+08,-8.127972e+17,-7.975580e+17,-7.471834e+17,2.702736e+09,5.229036e+18,4.147753e+06,2.689785e+07,-2.681022e+14,-5.182677e+16,-3.750610e+14,0,46
4.915695e+09,2.591221e+18,3.760677e+08,7.243441e+06,3.093680e+14,1.078633e+16,3.106019e+14,1.882130e+09,2.029646e+18,3.325433e+09,5.584802e+08,-7.556855e+17,-7.928909e+17,-7.437605e+17,3.491208e+09,9.589168e+18,3.018205e+08,1.405680e+08,-4.256342e+15,-2.282391e+17,3.887180e+15,0,68
4.706351e+09,2.629991e+18,1.050589e+09,7.309494e+07,1.840916e+16,1.141741e+17,1.902069e+16,1.894200e+09,1.437357e+18,4.891021e+09,1.170925e+09,-2.563397e+18,-1.346121e+18,-2.341661e+18,3.512315e+09,7.911042e+18,4.102381e+07,4.425863e+08,1.551048e+16,4.658921e+17,-2.294707e+16,0,36
4.388296e+09,1.458921e+18,1.655595e+09,1.069578e+08,4.147412e+16,8.731539e+16,1.231644e+16,1.854117e+09,1.859497e+18,4.056361e+09,8.039229e+08,-1.446734e+18,-1.094162e+18,-1.543115e+18,3.026192e+09,6.612411e+18,2.961883e+08,4.058717e+08,7.315962e+16,6.342808e+17,-3.504516e+16,0,89
3.975480e+09,1.904056e+18,2.595690e+09,1.069367e+08,3.265645e+16,9.878581e+16,1.642135e+16,1.443579e+09,1.335307e+18,2.510727e+09,4.171640e+08,-4.229339e+17,-4.791443e+17,-4.041704e+17,2.821424e+09,6.410534e+18,8.775454e+08,4.325160e+08,1.836039e+17,6.066571e+17,-4.593387e+16,0,25
4.801524e+09,3.194941e+18,3.263279e+08,3.212232e+07,3.287954e+15,5.741262e+16,3.691942e+15,4.287847e+19,1.838563e+39,1.481053e+45,1.481053e+45,2.193517e+90,6.350527e+64,2.193517e+90,4.287847e+19,1.838563e+39,1.481053e+45,1.481053e+45,2.193517e+90,6.350527e+64,2.193517e+90,0,20
2.636254e+09,4.213960e+17,1.867683e+09,8.726258e+07,3.256205e+16,5.527399e+16,3.374447e+16,3.421487e+19,1.170658e+39,2.121904e+45,2.121904e+45,4.502475e+90,7.260067e+64,4.502474e+90,3.421487e+19,1.170658e+39,2.121904e+45,2.121904e+45,4.502475e+90,7.260067e+64,4.502475e+90,0,95
8.918903e+09,1.740269e+19,1.194662e+09,4.055403e+07,-7.764989e+15,-4.100623e+16,-7.130286e+15,2.998108e+09,3.063267e+18,7.234443e+09,1.565216e+09,-5.242708e+18,-2.728594e+18,-4.909823e+18,7.168808e+09,3.763659e+19,7.573984e+09,1.600727e+09,-5.272491e+18,-9.739007e+18,-3.282353e+18,0,2
3.293954e+09,1.038920e+18,8.466255e+07,2.908262e+06,2.504243e+13,1.530683e+15,7.670177e+12,1.276445e+09,1.023804e+18,1.956092e+09,3.246418e+08,-2.481214e+17,-3.228405e+17,-2.339403e+17,2.283022e+09,4.081037e+18,2.366730e+07,5.112538e+07,1.355111e+15,2.855467e+16,2.359492e+15,0,1
4.331325e+09,1.904191e+18,8.137124e+08,6.930650e+07,1.612649e+16,9.115645e+16,6.094463e+15,1.677205e+09,1.642676e+18,2.895360e+09,5.489419e+08,-6.153694e+17,-6.651727e+17,-6.162399e+17,3.049765e+09,7.180971e+18,3.899525e+08,3.534389e+08,1.018896e+17,3.576286e+17,8.387367e+16,0,89
8.770035e+09,1.433282e+19,1.158195e+09,2.484221e+08,1.313920e+17,8.674406e+17,7.272762e+16,2.937376e+09,4.260137e+18,4.855365e+09,1.088066e+09,-2.367437e+18,-2.167747e+18,-2.235241e+18,6.715304e+09,3.600668e+19,1.861494e+09,1.301779e+09,1.696369e+18,2.656456e+18,1.716001e+18,0,41
3.221900e+09,9.763535e+17,4.480402e+08,2.166098e+07,1.976103e+15,2.002186e+16,2.080335e+15,1.248340e+09,9.713656e+17,1.725437e+09,2.939641e+08,-2.085820e+17,-2.894080e+17,-2.127926e+17,2.236323e+09,3.905598e+18,6.033660e+07,8.933684e+07,2.895698e+15,1.557316e+17,-5.964051e+15,0,18
7.539120e+09,9.355402e+18,5.256606e+08,5.408242e+07,-3.681256e+15,1.056011e+17,-1.549877e+15,2.837795e+09,2.749734e+18,6.362561e+09,1.573922e+09,-4.949519e+18,-2.607085e+18,-4.027640e+18,5.887437e+09,2.664355e+19,2.657230e+09,8.651784e+08,-3.216320e+17,-2.563840e+18,-3.356827e+17,0,2
4.260554e+09,1.031478e+18,6.552121e+08,2.397788e+07,-1.972462e+15,-1.314885e+16,-1.061747e+15,1.858496e+09,2.038177e+18,4.909853e+09,8.291165e+08,-1.655002e+18,-1.172476e+18,-1.748257e+18,2.836852e+09,5.786077e+18,3.494046e+07,9.482245e+07,-1.654777e+15,1.052363e+17,-6.901857e+15,0,39
2.494485e+09,4.266094e+17,1.719987e+08,1.251890e+07,-4.530257e+14,-7.699470e+15,3.130135e+14,3.034206e+20,9.206408e+40,1.792251e+47,1.792251e+47,3.212164e+94,5.438060e+67,3.212164e+94,3.034206e+20,9.206408e+40,1.792251e+47,1.792251e+47,3.212164e+94,5.438060e+67,3.212164e+94,0,13
4.668190e+09,1.876277e+18,1.563098e+08,3.622197e+07,2.709491e+15,4.934450e+16,1.832235e+15,1.999397e+09,1.687668e+18,4.900268e+09,1.094702e+09,-2.533535e+18,-1.421421e+18,-2.560390e+18,3.369089e+09,7.636198e+18,6.894730e+07,2.799967e+08,3.824561e+16,2.418351e+17,4.179019e+16,0,75
4.306954e+09,7.564751e+17,1.706536e+09,4.035890e+07,6.334383e+15,2.584724e+16,9.154729e+15,2.046495e+09,2.012264e+18,5.184476e+09,1.123734e+09,-2.429758e+18,-1.511543e+18,-2.530312e+18,2.889268e+09,5.476120e+18,1.513548e+08,3.822570e+08,2.263683e+16,5.206890e+17,-3.614705e+16,0,61
4.902629e+09,4.299043e+18,1.833115e+09,2.120934e+08,1.278238e+17,4.144802e+17,1.186118e+17,1.642120e+09,1.451777e+18,2.866655e+09,5.159510e+08,-6.223535e+17,-6.192264e+17,-6.287296e+17,3.697786e+09,1.063473e+19,9.172109e+08,7.441965e+08,5.339770e+17,1.184487e+18,2.226250e+17,0,69
4.542408e+09,3.302786e+18,5.267091e+08,4.093646e+08,1.875176e+17,6.828112e+17,2.046147e+17,1.564288e+09,1.350722e+18,2.531382e+09,4.809778e+08,-5.255535e+17,-5.570646e+17,-5.677322e+17,3.381129e+09,9.041910e+18,1.290835e+08,5.715114e+08,1.384156e+17,1.572067e+18,-6.666401e+16,0,103
8.156223e+09,1.564869e+19,5.481558e+09,5.861827e+08,1.050508e+18,2.318774e+18,1.052599e+18,2.511842e+09,2.874916e+18,3.800305e+09,8.669356e+08,-1.422091e+18,-1.410415e+18,-1.264619e+18,6.467629e+09,3.241763e+19,3.539943e+09,2.428436e+09,5.919452e+18,7.016146e+18,3.678180e+18,0,17
2.737744e+09,7.475405e+17,3.275579e+08,2.396283e+07,-4.384160e+14,-8.002365e+15,-2.821479e+14,1.104595e+09,6.860686e+17,2.251489e+09,4.148773e+08,-3.366252e+17,-3.124048e+17,-3.021379e+17,1.919689e+09,2.776873e+18,2.861281e+07,5.723231e+07,-1.167507e+15,6.937802e+16,-3.221334e+15,0,13
5.890687e+09,3.483738e+18,2.850279e+09,1.166436e+08,6.542076e+16,2.108348e+17,7.245623e+16,2.352031e+09,2.823851e+18,4.565521e+09,8.490164e+08,-1.584646e+18,-1.392735e+18,-1.584444e+18,4.210261e+09,1.310813e+19,3.110205e+08,6.004257e+08,2.057837e+17,1.825705e+18,-8.724653e+16,0,24
7.116841e+09,7.220457e+18,1.214947e+09,4.507330e+07,4.256062e+15,7.332015e+16,4.304914e+15,3.992254e+19,1.593809e+39,8.397537e+44,8.397537e+44,7.051863e+89,3.352510e+64,7.051861e+89,3.992254e+19,1.593809e+39,8.397537e+44,8.397537e+44,7.051863e+89,3.352510e+64,7.051862e+89,0,6
4.561121e+09,1.943158e+18,8.299946e+08,9.263783e+07,1.139508e+16,6.986157e+16,2.812458e+15,1.928576e+09,1.549711e+18,4.110316e+09,1.232386e+09,-2.627792e+18,-1.507997e+18,-2.257053e+18,3.319871e+09,7.048662e+18,3.258723e+06,5.379194e+08,2.191530e+16,4.993753e+17,2.858673e+16,0,30
5.920361e+09,1.616928e+18,1.392556e+09,1.605796e+07,4.455087e+14,1.762594e+16,7.290612e+14,2.688179e+09,3.905405e+18,8.205320e+09,1.559302e+09,-5.361786e+18,-3.022450e+18,-5.526550e+18,3.944603e+09,1.049177e+19,1.659214e+08,2.800133e+08,-6.081342e+15,-3.492559e+16,-8.829470e+15,0,7
6.175244e+09,4.437292e+18,1.308830e+09,4.921585e+07,8.830190e+15,8.162181e+16,8.197767e+15,2.452554e+09,2.637630e+18,6.256775e+09,1.134782e+09,-2.917735e+18,-1.798258e+18,-2.723862e+18,4.558842e+09,1.427767e+19,2.324144e+09,8.432023e+08,3.027364e+17,-1.446463e+18,3.587728e+17,0,42
3.980013e+09,1.238746e+18,3.659584e+08,1.127150e+07,6.495169e+14,1.234947e+16,5.846102e+14,1.651323e+09,1.480583e+18,3.900366e+09,7.142632e+08,-1.159490e+18,-8.573764e+17,-1.133389e+18,2.763661e+09,5.517022e+18,5.797839e+07,8.923568e+07,-2.732259e+15,2.276595e+15,-4.633255e+15,0,96
4.558632e+09,2.262513e+18,1.717379e+09,1.572017e+08,5.116330e+16,1.481031e+17,2.823633e+16,1.755941e+09,1.736425e+18,2.937347e+09,6.316179e+08,-8.139870e+17,-8.121729e+17,-8.597768e+17,3.241458e+09,7.928325e+18,7.621372e+08,7.518280e+08,4.794421e+17,9.085429e+17,3.593164e+17,0,26
6.280488e+09,7.178512e+18,8.287638e+08,5.379093e+07,-2.305055e+15,-1.920291e+16,-2.070626e+15,3.946124e+19,1.557190e+39,9.766667e+44,9.766667e+44,9.538778e+89,3.854048e+64,9.538776e+89,3.946124e+19,1.557190e+39,9.766667e+44,9.766667e+44,9.538778e+89,3.854048e+64,9.538777e+89,0,77
4.084407e+09,1.985528e+18,1.537779e+09,1.535163e+08,7.455042e+16,2.129096e+17,8.781904e+16,1.530747e+09,1.318380e+18,1.560413e+09,2.848984e+08,-1.893122e+17,-3.267351e+17,-1.674775e+17,2.939192e+09,6.945290e+18,4.588852e+08,4.774319e+08,2.010609e+17,1.045549e+18,6.736597e+15,0,14
3.773063e+09,2.016043e+18,2.393053e+09,3.638294e+08,3.392029e+17,5.165911e+17,3.379424e+17,1.344792e+09,1.021436e+18,2.418397e+09,4.299799e+08,-4.250191e+17,-4.272293e+17,-4.037988e+17,2.764161e+09,5.924922e+18,9.412401e+08,8.913758e+08,7.456211e+17,1.669495e+18,-6.498282e+16,0,83
5.122862e+09,1.387224e+18,6.329943e+08,1.189321e+07,3.780225e+14,-9.275519e+14,-1.012812e+15,2.318842e+09,2.672502e+18,6.746182e+09,1.146656e+09,-3.119732e+18,-1.842862e+18,-3.301375e+18,3.488208e+09,8.361301e+18,1.249694e+08,2.734969e+07,7.079532e+14,-7.808875e+16,-9.923039e+14,0,98
4.153230e+09,6.291454e+17,2.205439e+08,9.654552e+06,-3.325459e+14,-6.399054e+15,-2.732177e+14,1.959436e+09,1.980553e+18,5.772187e+09,1.158819e+09,-2.994451e+18,-1.630486e+18,-2.794269e+18,2.746838e+09,4.817943e+18,5.200739e+08,2.461267e+08,6.364331e+15,-4.143660e+17,-6.710175e+16,0,70
6.608831e+09,5.989766e+18,4.003716e+08,9.791327e+07,1.893219e+16,1.762067e+17,1.623439e+16,2.431144e+09,3.058545e+18,4.767997e+09,9.824455e+08,-2.109548e+18,-1.707313e+18,-2.106564e+18,4.860639e+09,1.863635e+19,1.271448e+09,6.683147e+08,3.693587e+17,1.515115e+17,3.276945e+17,0,27
4.074036e+09,2.964799e+18,1.713240e+09,2.642816e+08,1.764470e+17,4.529027e+17,1.774694e+17,1.395126e+09,9.223983e+17,2.563373e+09,5.601833e+08,-6.539987e+17,-5.307704e+17,-5.949899e+17,3.116721e+09,7.242533e+18,6.551655e+08,9.264120e+08,6.784780e+17,1.526691e+18,3.756736e+17,0,12
2.968650e+09,7.932520e+17,1.842414e+08,2.536602e+06,4.756631e+13,1.721733e+15,3.567470e+13,1.191475e+09,7.861373e+17,1.976839e+09,3.305402e+08,-2.607276e+17,-2.889241e+17,-2.529399e+17,2.082020e+09,3.274871e+18,4.056461e+07,3.033827e+07,-6.633540e+14,4.461202e+16,-6.272445e+14,0,18
4.566362e+09,1.716263e+18,4.160072e+09,2.381685e+08,1.992445e+17,2.929054e+17,1.985288e+17,2.064514e+09,1.424250e+18,5.566743e+09,1.482204e+09,-4.254212e+18,-1.768295e+18,-4.512058e+18,3.374213e+09,7.110180e+18,4.893190e+08,1.452406e+09,9.700432e+17,2.862385e+18,3.377592e+17,0,94
4.825712e+09,3.136943e+18,2.231042e+09,3.504860e+08,2.963041e+17,6.057403e+17,3.242426e+17,2.101292e+09,9.176809e+17,3.852185e+09,2.509628e+09,-7.636592e+18,-2.383153e+18,-7.851168e+18,3.867802e+09,8.440065e+18,1.112886e+09,3.164045e+09,5.267490e+18,4.830435e+18,7.297030e+18,0,30
4.049008e+09,2.863761e+18,2.608684e+09,2.878508e+08,2.392697e+17,4.805058e+17,2.545285e+17,1.406125e+09,9.088177e+17,3.348028e+09,6.711978e+08,-8.832920e+17,-5.994738e+17,-9.835935e+17,3.098338e+09,7.003370e+18,6.538185e+08,9.222846e+08,6.324259e+17,1.729317e+18,-2.075950e+16,0,38
3.797683e+09,6.456453e+17,9.754512e+08,2.326718e+08,1.066089e+17,1.668712e+17,1.164699e+17,1.707290e+09,1.667356e+18,4.652224e+09,8.705955e+08,-1.751912e+18,-1.124140e+18,-1.759027e+18,2.506538e+09,4.371073e+18,1.537673e+08,5.095173e+08,1.012006e+17,8.081501e+17,-8.208171e+16,0,92
3.204803e+09,1.209376e+18,1.049757e+09,1.220920e+08,4.264377e+16,1.325961e+17,4.513069e+16,1.237333e+09,7.638480e+17,2.374608e+09,4.965787e+08,-5.278002e+17,-4.276978e+17,-4.723170e+17,2.336023e+09,3.949003e+18,1.845767e+08,5.112766e+08,1.526072e+17,7.020439e+17,8.543644e+16,0,12
6.701670e+09,5.375635e+18,3.317179e+09,1.020740e+08,5.386578e+16,2.225964e+17,5.295720e+16,3.885781e+19,1.509929e+39,9.966978e+44,9.966978e+44,9.934065e+89,3.872949e+64,9.934067e+89,3.885781e+19,1.509929e+39,9.966978e+44,9.966978e+44,9.934065e+89,3.872949e+64,9.934065e+89,0,33
5.467955e+09,8.665025e+18,3.800708e+09,9.602647e+08,1.832375e+18,2.803449e+18,1.936693e+18,1.542911e+09,9.741249e+17,1.547268e+09,4.588297e+08,-3.638314e+17,-4.440791e+17,-3.256411e+17,4.482403e+09,1.608041e+19,3.823334e+09,2.952525e+09,9.400344e+18,7.445171e+18,7.132624e+18,0,11
6.520531e+09,4.156894e+18,3.272048e+08,3.420007e+07,3.615002e+15,6.954718e+16,4.298296e+15,2.642262e+09,3.551127e+18,6.303284e+09,1.028869e+09,-2.600581e+18,-1.934525e+18,-2.585919e+18,4.636191e+09,1.631072e+19,3.877994e+08,4.344996e+07,-3.033431e+15,1.000358e+17,3.768066e+15,0,41
4.505653e+09,2.123407e+18,6.120727e+08,5.915045e+07,8.130167e+15,6.316862e+16,4.930349e+15,1.729962e+09,1.758819e+18,2.585092e+09,4.677676e+08,-5.051663e+17,-6.143116e+17,-4.661785e+17,3.182710e+09,7.898959e+18,2.616579e+08,2.753530e+08,6.177668e+16,3.259295e+17,5.291626e+16,0,101
3.010758e+09,7.228728e+17,3.781627e+08,2.275382e+07,8.891958e+14,1.531263e+16,8.000564e+14,1.228311e+09,8.956928e+17,2.375630e+09,4.110790e+08,-3.689358e+17,-3.685344e+17,-3.757452e+17,2.064425e+09,3.193863e+18,5.954997e+07,1.331270e+08,1.057680e+16,1.147680e+17,7.311597e+15,0,102
6.159133e+09,5.987302e+18,2.699677e+09,2.462917e+08,1.846810e+17,5.594794e+17,1.426394e+17,2.170106e+09,2.380381e+18,4.108232e+09,8.048033e+08,-1.441703e+18,-1.235258e+18,-1.362418e+18,4.616882e+09,1.593281e+19,1.319192e+09,1.036295e+09,9.531028e+17,1.764299e+18,4.953170e+17,0,54
4.477985e+09,1.523557e+18,5.759905e+08,5.964619e+06,3.199451e+13,5.191255e+14,-3.621440e+13,1.824869e+09,2.034569e+18,3.248598e+09,5.791353e+08,-6.145613e+17,-7.365722e+17,-5.976245e+17,3.054879e+09,7.237772e+18,3.076196e+08,1.253152e+08,-1.277425e+16,-2.226172e+17,-4.591183e+14,0,68
3.953541e+09,1.105771e+18,1.039688e+09,3.837385e+07,-7.231131e+15,-3.865957e+16,-4.312494e+15,3.735095e+19,1.395094e+39,1.362959e+45,1.362959e+45,1.857658e+90,5.090783e+64,1.857658e+90,3.735095e+19,1.395094e+39,1.362959e+45,1.362959e+45,1.857658e+90,5.090783e+64,1.857658e+90,0,3
5.639415e+09,1.376779e+18,1.562761e+09,2.261559e+07,5.121262e+13,1.797352e+16,8.805766e+14,2.577317e+09,3.575922e+18,7.793558e+09,1.492716e+09,-4.977660e+18,-2.793169e+18,-5.247848e+18,3.750678e+09,9.376474e+18,1.376172e+08,3.336707e+08,1.518211e+16,1.764322e+17,-3.815123e+15,0,7
6.144728e+09,3.612521e+18,1.290774e+09,1.407718e+08,5.823669e+16,2.544374e+17,6.482773e+16,2.579131e+09,2.922416e+18,4.663501e+09,9.547185e+08,-1.996706e+18,-1.626120e+18,-1.971267e+18,4.435315e+09,1.421334e+19,1.041127e+08,4.863349e+08,5.140525e+16,1.649118e+18,-9.115627e+16,0,24
3.135630e+09,8.826145e+17,4.455098e+08,8.681021e+06,3.954244e+14,5.568567e+15,2.637530e+14,1.256022e+09,8.865348e+17,2.161157e+09,3.965457e+08,-3.251090e+17,-3.528192e+17,-3.536101e+17,2.195271e+09,3.623056e+18,9.886813e+07,5.496489e+07,-9.066003e+13,8.898622e+16,-3.129138e+15,0,18
3.881976e+09,5.616005e+17,6.581654e+08,1.835931e+07,5.482335e+14,6.619518e+15,-4.413294e+13,1.765045e+09,1.870155e+18,5.058854e+09,8.320220e+08,-1.701021e+18,-1.136358e+18,-1.682611e+18,2.514445e+09,4.524803e+18,1.266873e+08,8.381149e+07,-4.466723e+14,1.395939e+17,-1.061204e+16,0,39
4.529044e+09,2.053050e+18,1.068546e+09,4.553114e+07,4.650235e+15,5.241718e+16,4.860002e+15,1.821872e+09,1.628106e+18,4.841937e+09,9.227421e+08,-1.927148e+18,-1.166267e+18,-1.990316e+18,3.253103e+09,7.367008e+18,5.150099e+07,2.643847e+08,5.544793e+14,4.644354e+17,-3.693692e+16,0,93
4.849476e+09,4.588825e+18,3.070115e+09,2.624772e+08,1.751373e+17,4.401959e+17,1.265115e+17,1.613310e+09,1.215449e+18,3.117902e+09,6.436291e+08,-8.625697e+17,-6.897578e+17,-8.966866e+17,3.747752e+09,1.060454e+19,1.045627e+09,1.033327e+09,9.273257e+17,2.058715e+18,3.341345e+17,0,38
4.206016e+09,1.986628e+18,5.086569e+08,2.920567e+07,-1.687062e+15,-3.041644e+16,-3.996926e+15,1.588437e+09,1.480536e+18,2.406275e+09,4.574851e+08,-4.612930e+17,-5.481002e+17,-4.496276e+17,2.989597e+09,6.852448e+18,2.681275e+08,1.295560e+08,6.566762e+14,-2.066357e+17,-6.166592e+15,0,3
4.387646e+09,2.189360e+18,2.863933e+08,4.191505e+07,2.293800e+15,4.391261e+16,1.759034e+15,1.708327e+09,1.442211e+18,2.655951e+09,6.016201e+08,-7.597119e+17,-7.213658e+17,-7.912529e+17,3.186739e+09,7.573778e+18,3.023837e+08,3.391679e+08,9.693982e+16,2.289945e+17,9.809418e+16,0,103
7.913619e+09,8.084823e+18,9.804213e+06,7.575517e+06,4.864279e+13,1.739809e+16,1.539082e+13,3.049866e+09,4.222973e+18,7.908346e+09,1.368245e+09,-4.484535e+18,-2.804495e+18,-4.596032e+18,5.859597e+09,2.578786e+19,1.654204e+08,1.134631e+08,-1.025316e+16,-5.659800e+17,-2.163351e+16,0,41
4.437150e+09,1.356735e+17,5.445942e+08,1.897219e+06,6.038639e+13,1.268084e+14,2.347793e+13,2.299931e+09,3.192624e+18,7.116759e+09,1.129444e+09,-3.146158e+18,-2.004430e+18,-3.162970e+18,2.650507e+09,4.614118e+18,6.337524e+08,3.777749e+07,5.844953e+15,5.050793e+16,6.294009e+15,0,99
5.804174e+09,6.139855e+18,1.741538e+09,1.957027e+08,1.141583e+17,4.752866e+17,1.123528e+17,1.927933e+09,2.048652e+18,2.132546e+09,3.456318e+08,-2.961150e+17,-4.941333e+17,-3.011695e+17,4.373042e+09,1.516769e+19,7.161707e+08,7.192721e+08,5.099043e+17,1.996118e+18,2.551234e+17,0,3
4.976515e+09,3.170443e+18,1.990553e+09,1.068372e+08,4.784365e+16,1.846151e+17,5.282768e+16,1.815895e+09,1.945378e+18,2.645278e+09,4.467073e+08,-4.855488e+17,-6.229887e+17,-4.313714e+17,3.584397e+09,1.006581e+19,3.202485e+08,4.190863e+08,1.324484e+17,1.085061e+18,-4.866273e+16,0,91
3.812705e+09,6.032740e+17,1.398920e+09,1.406285e+07,6.997361e+14,6.366145e+15,1.127750e+15,1.761100e+09,1.687460e+18,6.158000e+09,1.120049e+09,-2.928996e+18,-1.448888e+18,-2.728107e+18,2.513748e+09,4.272913e+18,1.961571e+08,2.212468e+08,-7.354880e+14,4.441604e+16,-1.983114e+16,0,37
4.047569e+09,1.765716e+18,8.227416e+07,9.478245e+07,7.829935e+15,1.251482e+17,8.132898e+15,1.582003e+09,1.345300e+18,2.866189e+09,5.627691e+08,-6.917994e+17,-6.457024e+17,-7.910505e+17,2.889814e+09,6.367949e+18,6.446651e+07,1.393961e+08,-5.085534e+15,3.196596e+17,-1.504546e+16,0,103
5.591053e+09,5.336174e+18,2.301323e+09,2.088497e+08,1.447462e+17,4.819474e+17,1.555705e+17,1.955250e+09,1.765604e+18,4.516269e+09,7.827017e+08,-1.426739e+18,-1.021271e+18,-1.507808e+18,4.264400e+09,1.389244e+19,2.482662e+09,8.196181e+08,3.756204e+17,-4.064738e+17,2.536180e+17,0,22
7.805598e+09,1.639805e+19,5.701847e+09,1.258780e+09,3.234161e+18,4.860728e+18,3.504561e+18,2.383729e+09,2.096878e+18,3.486808e+09,9.629602e+08,-1.703257e+18,-1.365713e+18,-1.303888e+18,6.381979e+09,3.076550e+19,1.812664e+09,3.265181e+09,7.535366e+18,1.463468e+19,1.667002e+18,0,30
6.077843e+09,5.044534e+18,1.267872e+09,4.206296e+07,-8.209202e+15,-7.175502e+16,1.453231e+15,2.229895e+09,2.650663e+18,4.843603e+09,8.144797e+08,-1.544506e+18,-1.302193e+18,-1.883267e+18,4.460647e+09,1.514342e+19,8.860290e+05,1.310497e+08,9.062402e+14,1.633673e+17,-3.359979e+13,0,98
3.343397e+09,3.039711e+17,1.572012e+08,4.260276e+06,9.878577e+13,2.168942e+15,9.356167e+13,1.639297e+09,1.351647e+18,4.670381e+09,8.657313e+08,-1.717700e+18,-9.989677e+17,-1.749557e+18,2.181140e+09,2.947070e+18,1.249768e+08,5.122750e+07,-4.076796e+15,6.558262e+16,-3.104624e+15,0,56
4.069599e+09,1.438298e+18,8.810805e+08,6.493825e+07,1.507195e+16,7.102237e+16,1.595131e+16,1.709635e+09,1.484716e+18,2.111119e+09,4.359486e+08,-3.854124e+17,-5.133541e+17,-3.325043e+17,2.858143e+09,6.313939e+18,3.430622e+08,4.158273e+08,1.392031e+17,6.660625e+17,1.168714e+17,0,3
8.032491e+09,1.184811e+19,1.494299e+09,1.203411e+07,-1.140894e+15,-3.639337e+16,-9.927670e+14,2.874764e+09,2.966262e+18,6.213229e+09,1.518616e+09,-4.366243e+18,-2.562640e+18,-3.674464e+18,6.316327e+09,3.037069e+19,5.152935e+09,1.145096e+09,-2.592430e+18,-6.101326e+18,-1.006624e+18,0,2
2.927260e+09,5.542745e+17,7.185985e+08,1.952423e+08,6.199930e+16,1.388937e+17,4.836990e+16,1.222227e+09,9.316664e+17,2.124649e+09,3.594027e+08,-2.729308e+17,-3.228667e+17,-2.754234e+17,1.962125e+09,2.957819e+18,4.452541e+08,4.341088e+08,1.776424e+17,5.289312e+17,5.579910e+16,0,102
