j1,j2,j3,sample,subject
1.591018e+10,6.025829e+19,3.343127e+28,0,41
1.709124e+10,6.747104e+19,4.344381e+28,0,2
1.068715e+10,2.794997e+19,1.111741e+28,0,51
8.720839e+09,2.002402e+19,6.544662e+27,0,40
5.512959e+09,7.221950e+18,1.211171e+27,0,15
7.545025e+19,6.228633e+29,1.200733e+39,0,84
9.103276e+09,1.993258e+19,6.700615e+27,0,32
1.015508e+10,2.240800e+19,6.676566e+27,0,1
5.472973e+09,7.570307e+18,1.553691e+27,0,13
1.247733e+10,3.999479e+19,2.121800e+28,0,27
5.435351e+09,7.301522e+18,1.302069e+27,0,63
9.722611e+09,2.368644e+19,1.080527e+28,0,65
8.887765e+19,1.106017e+30,2.855805e+39,0,16
7.969502e+19,7.133268e+29,1.460879e+39,0,39
8.282993e+19,7.814864e+29,1.576429e+39,0,20
1.611745e+10,5.914589e+19,3.666145e+28,0,44
9.670355e+09,2.446699e+19,9.888214e+27,0,46
8.501571e+19,1.227778e+30,3.636563e+39,0,17
7.771797e+09,1.509748e+19,3.748128e+27,0,60
8.602249e+09,1.981967e+19,8.398162e+27,0,92
9.482806e+09,2.357844e+19,8.755778e+27,0,70
8.061098e+09,1.656889e+19,6.202717e+27,0,19
3.277354e+10,2.520280e+20,3.075886e+29,0,72
7.981891e+19,1.294260e+30,4.289684e+39,0,33
7.101307e+09,1.169823e+19,2.605013e+27,0,83
7.939481e+19,6.584185e+29,1.275301e+39,0,68
8.097178e+09,1.519874e+19,5.149915e+27,0,82
9.543662e+09,2.306339e+19,1.068770e+28,0,19
7.727326e+19,8.407750e+29,2.062701e+39,0,98
8.704656e+09,1.952845e+19,6.692604e+27,0,0
8.360333e+19,7.949370e+29,1.378397e+39,0,31
1.356404e+10,4.392873e+19,2.038723e+28,0,41
8.875097e+09,2.131840e+19,8.662988e+27,0,85
8.787282e+09,1.985710e+19,6.596136e+27,0,39
8.663310e+09,1.929743e+19,5.772011e+27,0,39
6.383252e+09,1.100358e+19,3.586358e+27,0,95
1.060709e+10,3.074561e+19,1.711055e+28,0,81
1.063727e+10,3.022113e+19,1.365778e+28,0,7
7.261116e+09,1.287043e+19,3.226856e+27,0,28
7.618032e+09,1.515637e+19,5.464722e+27,0,22
5.505677e+09,8.050549e+18,1.786428e+27,0,102
8.253627e+19,9.323265e+29,2.538682e+39,0,7
8.106183e+19,8.572422e+29,2.128737e+39,0,98
1.083615e+10,2.830200e+19,1.187352e+28,0,91
6.591701e+09,1.130557e+19,3.375671e+27,0,90
7.935922e+09,1.450287e+19,3.679967e+27,0,52
1.293730e+10,3.639535e+19,1.629609e+28,0,87
8.936495e+09,1.977413e+19,6.976100e+27,0,19
1.257372e+10,3.907069e+19,1.744690e+28,0,24
1.076219e+10,2.947922e+19,1.452093e+28,0,93
8.673611e+09,1.965310e+19,9.110178e+27,0,30
6.749381e+09,1.187662e+19,3.338602e+27,0,102
1.208968e+10,3.539590e+19,1.792969e+28,0,21
1.602831e+10,6.054894e+19,3.278338e+28,0,23
1.274228e+10,4.183318e+19,2.552058e+28,0,98
1.194678e+10,3.522689e+19,1.699149e+28,0,57
1.371083e+10,4.726559e+19,3.411981e+28,0,87
2.206841e+10,1.106273e+20,8.815558e+28,0,33
6.104933e+09,9.845553e+18,2.626130e+27,0,95
9.115710e+09,1.960536e+19,5.970095e+27,0,1
2.244781e+10,1.154644e+20,1.145056e+29,0,5
8.339297e+19,5.158541e+29,7.796153e+38,0,46
1.779263e+10,7.119317e+19,4.393333e+28,0,2
8.705473e+09,1.902959e+19,5.917405e+27,0,84
8.765072e+09,1.961402e+19,6.541143e+27,0,37
1.075067e+10,2.847189e+19,1.237688e+28,0,34
7.874268e+09,1.562251e+19,4.608789e+27,0,1
8.316170e+09,1.606409e+19,3.999189e+27,0,43
8.102540e+09,1.550811e+19,3.568732e+27,0,25
9.076445e+09,2.065292e+19,7.728870e+27,0,19
1.154878e+10,3.198357e+19,1.373120e+28,0,91
9.774344e+09,2.451086e+19,1.192199e+28,0,94
7.906620e+09,1.413005e+19,3.863883e+27,0,11
5.454704e+09,7.385076e+18,1.391655e+27,0,63
1.628419e+10,6.181641e+19,3.530083e+28,0,2
1.627369e+10,5.869155e+19,3.581483e+28,0,21
7.830908e+09,1.490425e+19,4.024172e+27,0,103
1.038514e+10,2.481292e+19,8.664941e+27,0,14
8.629832e+09,1.928682e+19,6.794220e+27,0,84
9.504562e+09,2.143622e+19,6.546417e+27,0,25
1.558000e+10,5.238217e+19,2.895188e+28,0,21
8.545625e+09,1.889916e+19,5.681295e+27,0,86
5.761008e+09,8.746919e+18,2.138663e+27,0,102
6.225661e+09,9.287525e+18,1.915134e+27,0,13
1.001341e+10,2.462032e+19,1.005420e+28,0,97
5.589258e+09,7.101655e+18,1.023796e+27,0,31
1.289489e+10,4.090213e+19,2.106808e+28,0,104
8.930131e+09,2.106308e+19,8.475542e+27,0,92
8.204258e+09,1.735265e+19,5.840139e+27,0,46
1.097184e+10,3.020466e+19,1.347117e+28,0,6
8.781278e+09,2.029791e+19,7.088646e+27,0,0
1.397616e+10,5.145525e+19,3.584077e+28,0,7
1.677296e+10,6.545028e+19,4.188827e+28,0,67
6.711012e+09,1.062184e+19,2.111239e+27,0,43
9.483156e+09,2.296381e+19,8.801353e+27,0,66
4.844664e+20,6.067938e+30,1.716817e+40,0,24
1.387796e+10,4.737639e+19,3.269199e+28,0,16
6.681637e+09,1.138072e+19,2.755088e+27,0,95
1.208518e+10,3.509833e+19,1.502266e+28,0,6
7.751370e+09,1.580128e+19,5.032008e+27,0,39
7.206836e+09,1.292070e+19,2.889419e+27,0,100
1.168156e+10,3.317089e+19,1.856273e+28,0,32
9.469211e+09,2.281405e+19,8.004080e+27,1,3
1.282292e+10,3.898269e+19,1.758193e+28,0,44
1.019280e+10,2.697038e+19,1.294554e+28,0,75
7.320486e+19,4.339071e+29,6.119788e+38,0,88
9.198780e+09,2.105444e+19,7.715509e+27,0,96
8.940631e+09,2.048652e+19,7.084375e+27,0,39
1.347299e+10,4.603203e+19,2.562960e+28,0,23
7.536896e+09,1.488458e+19,4.812990e+27,0,45
1.719331e+10,6.664818e+19,4.578971e+28,0,51
1.193484e+10,3.437178e+19,1.335351e+28,0,104
7.608969e+19,6.252882e+29,1.197895e+39,0,92
6.993480e+09,1.316256e+19,4.249202e+27,0,92
1.019060e+10,2.767517e+19,1.297146e+28,0,61
8.804354e+09,1.790276e+19,5.616646e+27,0,31
1.090154e+10,2.912397e+19,1.492824e+28,0,36
9.255446e+09,2.059892e+19,6.596714e+27,0,3
7.080999e+09,1.220023e+19,2.647476e+27,0,1
7.041580e+09,1.125126e+19,2.978288e+27,0,82
1.267112e+10,3.945072e+19,1.982819e+28,0,8
8.067879e+09,1.582071e+19,5.094479e+27,0,50
1.479947e+10,4.646653e+19,1.972368e+28,0,54
1.381737e+10,4.361491e+19,1.689734e+28,0,34
8.677154e+09,1.866221e+19,5.256410e+27,0,101
7.380571e+09,1.451178e+19,4.190405e+27,0,86
1.128970e+10,3.085024e+19,1.027408e+28,0,27
9.914384e+09,2.334754e+19,7.845526e+27,0,96
1.047953e+10,2.562532e+19,1.093234e+28,0,97
9.260480e+09,2.132871e+19,7.872646e+27,0,19
7.259962e+19,5.101332e+29,7.926848e+38,0,28
5.203573e+09,6.902603e+18,1.467273e+27,0,48
1.212462e+10,3.534922e+19,1.699759e+28,0,4
8.466109e+19,8.172701e+29,1.903019e+39,0,23
7.610735e+19,8.534000e+29,2.056813e+39,0,93
8.155962e+09,1.667435e+19,5.117088e+27,0,71
9.998549e+09,2.588943e+19,1.216415e+28,0,94
8.291862e+19,5.355968e+29,7.684758e+38,0,12
1.701227e+10,6.575302e+19,3.925299e+28,0,5
1.111889e+10,2.775934e+19,1.055933e+28,0,21
8.170451e+09,1.649405e+19,4.290539e+27,0,26
1.833593e+10,8.159415e+19,7.539688e+28,0,2
1.126644e+10,3.229050e+19,1.362368e+28,0,42
8.298613e+09,1.672073e+19,5.260273e+27,0,28
1.115843e+10,2.827540e+19,1.105730e+28,0,93
1.188000e+10,3.647632e+19,2.082318e+28,0,42
1.234213e+10,3.782699e+19,1.892024e+28,0,44
1.219081e+10,3.881619e+19,2.157777e+28,0,23
8.747228e+09,1.688148e+19,4.932782e+27,0,31
1.476332e+10,5.147370e+19,2.590591e+28,0,33
8.447316e+09,1.795004e+19,6.295411e+27,0,71
1.490924e+10,5.295222e+19,3.068368e+28,0,33
1.298918e+10,4.525141e+19,2.624843e+28,0,7
1.539145e+10,5.610132e+19,3.371287e+28,0,2
9.120002e+09,1.807520e+19,4.635871e+27,0,15
1.061370e+10,2.709214e+19,1.192425e+28,0,45
1.066336e+10,2.636260e+19,8.535375e+27,0,20
1.154800e+10,3.520261e+19,1.975416e+28,0,98
7.959035e+09,1.664747e+19,6.806365e+27,0,78
8.953478e+09,2.022775e+19,6.985644e+27,0,84
1.061682e+10,2.840145e+19,1.438377e+28,0,94
1.491496e+10,5.245070e+19,3.424346e+28,0,32
9.173986e+09,2.104915e+19,6.989452e+27,0,89
6.663267e+19,2.805371e+29,2.813263e+38,0,13
7.754980e+09,1.467364e+19,4.027333e+27,0,83
5.776054e+09,8.709784e+18,2.364987e+27,0,90
7.544876e+19,8.401973e+29,1.921639e+39,0,91
9.181881e+09,2.142175e+19,7.956232e+27,0,35
7.452886e+19,8.203923e+29,1.996926e+39,0,98
1.146174e+10,3.564964e+19,1.953800e+28,0,99
8.807922e+19,1.066270e+30,2.821140e+39,0,87
7.336899e+09,1.319773e+19,3.320175e+27,0,103
7.232314e+19,5.271841e+29,8.145760e+38,0,12
1.141754e+10,3.217269e+19,1.485669e+28,0,91
7.068448e+19,5.392697e+29,9.042188e+38,0,1
3.300498e+20,1.610481e+30,1.798927e+39,0,13
1.561313e+10,5.522596e+19,3.563123e+28,0,17
6.359593e+09,1.029805e+19,2.508328e+27,0,102
6.062730e+09,9.575498e+18,2.167976e+27,0,102
1.722789e+10,6.557421e+19,4.322006e+28,0,21
1.359475e+10,4.675532e+19,3.073635e+28,0,8
8.484919e+19,1.190194e+30,3.620502e+39,0,33
9.583134e+09,2.362827e+19,8.914930e+27,0,0
6.536760e+09,1.030673e+19,2.143050e+27,0,28
1.182820e+10,3.667077e+19,1.924566e+28,0,23
6.692947e+09,1.114391e+19,3.183154e+27,0,12
9.621030e+09,2.411703e+19,1.124125e+28,0,92
8.466709e+09,1.912840e+19,7.821170e+27,0,45
1.119623e+10,3.143544e+19,1.669573e+28,0,94
1.803664e+10,7.385713e+19,4.836289e+28,0,2
8.354603e+09,1.833048e+19,6.239955e+27,0,59
7.459751e+19,4.722944e+29,6.868755e+38,0,18
1.048154e+10,2.753701e+19,1.386530e+28,0,30
7.513720e+09,1.441270e+19,4.381479e+27,0,83
1.375220e+10,4.075104e+19,1.567569e+28,0,26
9.040181e+09,1.934694e+19,7.294479e+27,0,38
1.428327e+10,4.737137e+19,2.589203e+28,0,17
6.928942e+09,1.223567e+19,3.408998e+27,0,1
9.238173e+09,1.979422e+19,6.024021e+27,0,103
9.476917e+09,2.319179e+19,1.159898e+28,0,36
1.262277e+10,4.149299e+19,2.654463e+28,0,4
9.943956e+09,2.668250e+19,1.345224e+28,0,85
9.527796e+19,1.884331e+30,7.392930e+39,0,5
1.162177e+10,3.289927e+19,1.513530e+28,0,44
1.134003e+10,3.203070e+19,1.566136e+28,0,93
7.454493e+09,1.442569e+19,4.204926e+27,0,45
1.513375e+10,5.498175e+19,3.253018e+28,0,33
6.448811e+09,1.053924e+19,2.874094e+27,0,90
8.679138e+09,2.032824e+19,9.126110e+27,0,56
9.975484e+09,2.532002e+19,1.201181e+28,0,97
9.377399e+09,2.086610e+19,5.684220e+27,0,100
8.213307e+19,7.718700e+29,1.568278e+39,0,94
1.248009e+10,3.642573e+19,1.588729e+28,0,91
1.166117e+10,3.314651e+19,1.554373e+28,0,87
8.256036e+09,1.642959e+19,5.067566e+27,0,52
8.874211e+09,1.961032e+19,5.810308e+27,0,39
9.548465e+09,2.272472e+19,9.960562e+27,0,97
7.965589e+09,1.736851e+19,7.421541e+27,0,92
6.471892e+09,1.041954e+19,2.403444e+27,0,18
1.027921e+10,2.573703e+19,9.995420e+27,0,32
8.679573e+09,1.850029e+19,6.549769e+27,0,50
8.695198e+09,2.011515e+19,8.222732e+27,0,92
1.663551e+10,6.177827e+19,2.917251e+28,0,41
7.610929e+19,6.082565e+29,1.102156e+39,0,71
9.084269e+09,2.043833e+19,6.136332e+27,0,101
8.080299e+09,1.500879e+19,5.160562e+27,0,82
1.492246e+10,5.478465e+19,3.750752e+28,0,98
1.251226e+10,4.073063e+19,2.512158e+28,0,23
7.755241e+09,1.481724e+19,3.674959e+27,0,100
8.771640e+19,7.392423e+29,1.406272e+39,0,26
9.139494e+09,2.164282e+19,1.027789e+28,0,30
1.397530e+10,4.215036e+19,2.438089e+28,0,64
1.673757e+10,6.347363e+19,3.520374e+28,0,2
1.426290e+10,4.803047e+19,2.554219e+28,0,98
1.393214e+10,4.690261e+19,2.412898e+28,0,33
1.266168e+10,3.931771e+19,2.174945e+28,0,9
9.869351e+09,2.486146e+19,1.205066e+28,0,19
7.782498e+19,6.136224e+29,1.101505e+39,0,19
1.111299e+10,2.966464e+19,1.261332e+28,0,93
9.385969e+09,2.292002e+19,8.108553e+27,0,0
9.330534e+09,2.117682e+19,5.882368e+27,0,101
7.231710e+09,1.246708e+19,2.989892e+27,0,52
8.293167e+09,1.646507e+19,4.752063e+27,0,52
9.402932e+09,2.243565e+19,9.801567e+27,0,19
9.685792e+09,2.462791e+19,1.000484e+28,0,42
9.119638e+09,2.176199e+19,7.475965e+27,0,0
8.952099e+09,2.060260e+19,6.678024e+27,0,86
8.387586e+19,8.922364e+29,2.081908e+39,0,77
6.959282e+09,1.181472e+19,2.865484e+27,0,43
1.271197e+10,4.006689e+19,2.040318e+28,0,33
7.606886e+09,1.494765e+19,4.446475e+27,0,74
1.414169e+10,4.731268e+19,2.170147e+28,0,47
1.057728e+10,2.902037e+19,1.450963e+28,0,75
1.143849e+10,2.908812e+19,1.108418e+28,0,25
9.710559e+09,2.317401e+19,7.071208e+27,0,26
7.623116e+09,1.430176e+19,3.754464e+27,0,28
1.145991e+10,3.169484e+19,1.322619e+28,0,91
9.609976e+09,2.332762e+19,1.055537e+28,0,36
7.055571e+09,1.251863e+19,3.519750e+27,0,83
5.888005e+09,8.746612e+18,1.966857e+27,0,13
5.254577e+09,7.235013e+18,1.853962e+27,0,48
8.034004e+09,1.750022e+19,7.162007e+27,0,92
1.248999e+10,3.756459e+19,2.047702e+28,0,73
1.283676e+10,4.137181e+19,2.451848e+28,0,34
1.215205e+10,3.352767e+19,1.617977e+28,0,36
8.870099e+09,2.007911e+19,7.085978e+27,0,49
6.583864e+19,3.699570e+29,4.640027e+38,0,48
5.994256e+09,9.765230e+18,2.857727e+27,0,95
7.510578e+19,6.076222e+29,1.074883e+39,0,29
8.462023e+09,1.703688e+19,5.351877e+27,0,52
1.561208e+10,6.086425e+19,3.442290e+28,0,27
7.025531e+09,1.289585e+19,4.819212e+27,0,90
1.023518e+10,2.834524e+19,1.206537e+28,0,99
7.832687e+09,1.602797e+19,5.275073e+27,0,45
1.072594e+10,2.707575e+19,1.024861e+28,0,37
9.443103e+19,8.351778e+29,1.627310e+39,0,26
4.800233e+09,6.296498e+18,1.435099e+27,0,53
1.413297e+10,4.735377e+19,2.303962e+28,0,44
1.296680e+10,4.287902e+19,2.619009e+28,0,98
1.208946e+10,3.493610e+19,1.477352e+28,0,54
1.566485e+10,5.845306e+19,3.075797e+28,0,41
5.939377e+09,9.097775e+18,2.014800e+27,0,28
1.256033e+10,3.861800e+19,1.832323e+28,0,33
7.733448e+19,6.361739e+29,1.262416e+39,0,0
1.529898e+10,5.452697e+19,2.958841e+28,0,47
9.976523e+09,2.319616e+19,1.007306e+28,0,38
1.211013e+10,3.648100e+19,1.714365e+28,0,6
8.922474e+09,2.105872e+19,7.028860e+27,0,46
1.303076e+10,4.169295e+19,2.480655e+28,0,44
6.603149e+09,1.159937e+19,3.712025e+27,0,80
8.964309e+09,1.900431e+19,7.164782e+27,0,38
1.003791e+10,2.422958e+19,9.587536e+27,0,97
8.967928e+09,2.035307e+19,7.769970e+27,0,96
7.193925e+19,5.563044e+29,9.788267e+38,0,14
1.365980e+10,4.717172e+19,2.702220e+28,0,47
1.037971e+10,3.009189e+19,1.712227e+28,0,81
1.368258e+10,4.460953e+19,2.127580e+28,0,6
7.813912e+19,7.295255e+29,1.436436e+39,0,64
1.172794e+10,3.350158e+19,1.680801e+28,0,4
1.012382e+10,2.505091e+19,8.626398e+27,0,3
9.037915e+09,1.896570e+19,5.957800e+27,0,11
1.089382e+10,2.847518e+19,1.067292e+28,0,91
7.920187e+09,1.481278e+19,3.938046e+27,0,83
1.567377e+10,5.227967e+19,2.791676e+28,0,93
5.786767e+09,8.577792e+18,1.504602e+27,0,88
7.630733e+09,1.476993e+19,4.613689e+27,0,55
8.474702e+09,1.793179e+19,5.689268e+27,0,96
8.655263e+09,1.754729e+19,5.532026e+27,0,52
1.403318e+10,4.566535e+19,2.388675e+28,0,44
1.228581e+10,3.771414e+19,2.193878e+28,0,4
2.060451e+10,9.323711e+19,6.890243e+28,0,23
6.305660e+09,1.000158e+19,2.538769e+27,0,90
7.402280e+09,1.306566e+19,3.312292e+27,0,12
7.456643e+09,1.212063e+19,2.802878e+27,0,31
1.489670e+10,5.412861e+19,3.223226e+28,0,24
9.636523e+09,2.283436e+19,7.086014e+27,0,39
8.195452e+09,1.629059e+19,4.526206e+27,0,100
9.737371e+09,2.304776e+19,6.902820e+27,0,100
4.765436e+09,5.874537e+18,1.161669e+27,0,13
7.569029e+19,5.524901e+29,9.092535e+38,0,103
9.871678e+09,2.532716e+19,1.051470e+28,0,0
7.694103e+19,6.014348e+29,9.926023e+38,0,18
3.794112e+09,3.734978e+18,5.791933e+26,0,58
6.694582e+09,1.147615e+19,2.922499e+27,0,1
1.437615e+10,4.624908e+19,1.896529e+28,0,104
8.578922e+09,1.954348e+19,7.734381e+27,0,37
1.886723e+10,7.454206e+19,5.218374e+28,0,17
6.291685e+09,1.009993e+19,2.397264e+27,0,28
8.417371e+09,1.708987e+19,4.550400e+27,0,100
1.025149e+10,2.689942e+19,1.263744e+28,0,91
8.040991e+09,1.528461e+19,4.028223e+27,0,43
1.027522e+10,2.605517e+19,1.111723e+28,0,93
8.847022e+09,1.993208e+19,7.283444e+27,0,35
1.183714e+10,3.328189e+19,1.478123e+28,0,49
5.958308e+09,9.573809e+18,2.671785e+27,0,95
1.631346e+10,5.984132e+19,3.513914e+28,0,6
7.569978e+09,1.441515e+19,4.372196e+27,0,83
1.830202e+10,7.750872e+19,5.363808e+28,0,23
1.654211e+10,6.246128e+19,3.478872e+28,0,2
1.428942e+10,5.120011e+19,3.233446e+28,0,34
1.052487e+10,2.737384e+19,1.069995e+28,0,84
8.877324e+09,1.937104e+19,7.576669e+27,0,10
6.136857e+09,9.599703e+18,2.212153e+27,0,18
1.200417e+10,3.497826e+19,1.531498e+28,0,33
6.489445e+09,1.053261e+19,2.407043e+27,0,18
1.115977e+10,3.044860e+19,1.616546e+28,0,32
8.889182e+09,1.933587e+19,6.056079e+27,0,14
5.057514e+09,6.518932e+18,1.267947e+27,0,13
7.924338e+09,1.658041e+19,5.362614e+27,0,86
6.833497e+09,1.210559e+19,3.541751e+27,0,102
8.654416e+09,2.005618e+19,9.659660e+27,0,30
7.770159e+19,5.898906e+29,9.835967e+38,0,25
1.075525e+10,2.951509e+19,1.541602e+28,0,94
5.581572e+09,7.941677e+18,1.304036e+27,0,88
1.053143e+10,3.135720e+19,1.994293e+28,0,81
1.225992e+10,3.579595e+19,1.780722e+28,0,93
2.707857e+10,1.532781e+20,1.603378e+29,0,5
7.476803e+09,1.379580e+19,3.633549e+27,0,25
8.111972e+09,1.793075e+19,6.894249e+27,0,85
7.637812e+19,6.990267e+29,1.448376e+39,0,10
6.887769e+19,4.723976e+29,7.507646e+38,0,62
1.244986e+10,3.698930e+19,1.463751e+28,0,104
1.212058e+10,3.449275e+19,1.287002e+28,0,104
1.275586e+10,3.901244e+19,1.567987e+28,0,8
7.391290e+09,1.415396e+19,4.409636e+27,0,74
7.247234e+09,1.315528e+19,3.858614e+27,0,1
9.035226e+19,1.028185e+30,2.514697e+39,0,91
9.352554e+09,2.279715e+19,1.125678e+28,0,30
1.755730e+10,6.987583e+19,4.654207e+28,0,98
7.083605e+09,1.189514e+19,2.652432e+27,0,83
9.949752e+09,2.500065e+19,9.759670e+27,0,39
1.087721e+10,2.876002e+19,1.333055e+28,0,16
1.873508e+10,7.252040e+19,4.631439e+28,0,91
9.450228e+09,2.167434e+19,9.245788e+27,0,64
6.132491e+09,9.025095e+18,1.922264e+27,0,15
1.011730e+10,2.305134e+19,8.653834e+27,0,11
8.802540e+09,1.989225e+19,6.862515e+27,0,45
1.216054e+10,3.501858e+19,1.845832e+28,0,21
9.299089e+09,2.272589e+19,8.887514e+27,0,46
5.196402e+09,7.210154e+18,1.603973e+27,0,102
8.189809e+09,1.739926e+19,6.928253e+27,0,55
1.172316e+10,3.476976e+19,2.211751e+28,0,30
7.995948e+09,1.669585e+19,6.118331e+27,0,65
6.777916e+09,1.042652e+19,1.893737e+27,0,31
1.176870e+10,3.372584e+19,1.354302e+28,0,104
8.965188e+09,1.991778e+19,6.150292e+27,0,10
7.116759e+09,1.266293e+19,3.064821e+27,0,1
9.371794e+09,2.198025e+19,8.687019e+27,0,10
1.038769e+20,1.522239e+30,4.710104e+39,0,33
8.651750e+09,1.997389e+19,1.028272e+28,0,10
6.970517e+19,4.861293e+29,7.877190e+38,0,74
7.838763e+09,1.486480e+19,3.492874e+27,0,100
1.110233e+10,3.279571e+19,1.428681e+28,0,99
8.507968e+09,1.833160e+19,5.229963e+27,0,40
9.692440e+09,2.235522e+19,9.478572e+27,0,50
8.132247e+09,1.617284e+19,4.643790e+27,0,103
7.663442e+09,1.433075e+19,3.416453e+27,0,103
8.957559e+09,2.077399e+19,8.999177e+27,0,22
7.531036e+19,4.609315e+29,6.350124e+38,0,12
9.689690e+09,2.340882e+19,8.106040e+27,0,49
9.034291e+09,2.055756e+19,7.583624e+27,0,35
6.768713e+09,1.154971e+19,2.692699e+27,0,18
9.427283e+09,2.226254e+19,8.266350e+27,0,96
8.652468e+09,1.948263e+19,7.789699e+27,0,22
7.910819e+09,1.480846e+19,3.550660e+27,0,20
8.638147e+09,1.677079e+19,5.729400e+27,0,82
1.253345e+10,3.240307e+19,1.074377e+28,0,20
5.673317e+09,7.844388e+18,1.315810e+27,0,83
8.972215e+09,2.011177e+19,6.326468e+27,0,89
7.488799e+09,1.394475e+19,4.138349e+27,0,28
3.965413e+10,3.683364e+20,5.895748e+29,0,72
9.211314e+09,1.882110e+19,4.938719e+27,0,43
1.483170e+10,5.756207e+19,4.176828e+28,0,7
1.286507e+10,3.993681e+19,1.751713e+28,0,8
8.050479e+09,1.755559e+19,7.035390e+27,0,56
8.155640e+09,1.723015e+19,5.557604e+27,0,84
1.322047e+10,4.320269e+19,2.767600e+28,0,44
8.053259e+09,1.724841e+19,5.375497e+27,0,86
9.795247e+09,2.471935e+19,9.641466e+27,0,0
7.933916e+09,1.526315e+19,4.032221e+27,0,102
7.947647e+09,1.665616e+19,5.998549e+27,0,46
6.908093e+09,1.183877e+19,2.817946e+27,0,1
1.382607e+10,4.529530e+19,2.631036e+28,0,17
1.293745e+10,4.378807e+19,2.451240e+28,0,7
8.342502e+19,6.434796e+29,1.167319e+39,0,39
7.549595e+09,1.271494e+19,2.464744e+27,0,31
8.961843e+19,9.045528e+29,1.932900e+39,0,10
9.351563e+09,2.267544e+19,8.365836e+27,0,0
1.175233e+10,3.206768e+19,1.083967e+28,0,20
1.124681e+20,9.977456e+29,1.780704e+39,0,90
7.091660e+19,5.469143e+29,8.716705e+38,0,11
7.570005e+09,1.304169e+19,3.557132e+27,0,82
1.002173e+10,2.445657e+19,7.756997e+27,0,100
1.001991e+10,2.560151e+19,9.003642e+27,0,42
1.550908e+10,5.369006e+19,3.312764e+28,0,17
6.395233e+09,1.058137e+19,2.529972e+27,0,102
1.646485e+10,6.587165e+19,4.271668e+28,0,41
9.110873e+09,2.235152e+19,9.410244e+27,0,85
1.040698e+20,1.573933e+30,4.941232e+39,0,33
9.690018e+09,2.268092e+19,9.493249e+27,0,80
8.470208e+09,1.912941e+19,6.806365e+27,0,40
1.237716e+10,3.742417e+19,1.845742e+28,0,51
1.120465e+10,3.007544e+19,1.545505e+28,0,36
1.515861e+10,5.332775e+19,3.485931e+28,0,17
1.016587e+10,2.526315e+19,1.058507e+28,0,10
9.064036e+09,2.213244e+19,1.048024e+28,0,37
9.467577e+09,2.486506e+19,1.195602e+28,0,81
6.785496e+09,1.142644e+19,2.661289e+27,0,28
7.607412e+09,1.380238e+19,3.713276e+27,0,43
9.437560e+09,2.344382e+19,9.336175e+27,0,0
1.428871e+10,4.903202e+19,2.591966e+28,0,104
1.119605e+10,3.093514e+19,1.475866e+28,0,93
1.016263e+10,2.810707e+19,1.238375e+28,0,99
1.182495e+10,3.354837e+19,1.519463e+28,0,21
7.502537e+19,8.078171e+29,1.915386e+39,0,97
9.232655e+19,7.375158e+29,1.325448e+39,0,56
4.992589e+09,6.575884e+18,1.262072e+27,0,95
1.331285e+10,4.374451e+19,2.186276e+28,0,47
5.860889e+09,8.849103e+18,1.656696e+27,0,88
9.231520e+09,2.108068e+19,7.060821e+27,0,96
1.190085e+10,3.433545e+19,1.685221e+28,0,21
7.142968e+19,5.758452e+29,1.045217e+39,0,55
1.150142e+10,3.253657e+19,1.299686e+28,0,42
5.981293e+09,9.516516e+18,2.817887e+27,0,80
8.052327e+09,1.754272e+19,6.787299e+27,0,92
2.881069e+10,1.777040e+20,2.140418e+29,0,5
8.946867e+09,1.816144e+19,5.419859e+27,0,38
6.820475e+09,1.200840e+19,2.739792e+27,0,88
5.728421e+09,8.626306e+18,1.911860e+27,0,95
1.184204e+10,3.667690e+19,2.317697e+28,0,97
8.192254e+09,1.819725e+19,7.327205e+27,0,92
1.319336e+10,4.275938e+19,2.521306e+28,0,32
1.224860e+10,3.609930e+19,1.615542e+28,0,6
1.582758e+10,5.730730e+19,3.553840e+28,0,9
8.944023e+09,2.086652e+19,8.323127e+27,0,45
1.980851e+10,9.071533e+19,6.084566e+28,0,33
1.105155e+10,3.128750e+19,1.629134e+28,0,75
9.883144e+09,2.477059e+19,1.028860e+28,0,35
1.773120e+10,7.235026e+19,4.658514e+28,0,2
8.279224e+09,1.795218e+19,5.693690e+27,0,86
9.479603e+09,2.377714e+19,1.011191e+28,0,66
6.272136e+09,1.065127e+19,3.269509e+27,0,95
8.988957e+09,2.141397e+19,8.667779e+27,0,37
9.885777e+09,2.124559e+19,6.031534e+27,0,43
8.249977e+09,1.756352e+19,6.795795e+27,0,22
1.400624e+10,4.721989e+19,2.438115e+28,0,9
1.181509e+10,3.262165e+19,1.492264e+28,0,91
9.926990e+09,2.474394e+19,1.147236e+28,0,94
7.083900e+09,1.236598e+19,2.967761e+27,0,28
1.305042e+10,4.410609e+19,2.818725e+28,0,34
9.646815e+09,2.370996e+19,7.685066e+27,0,39
1.090763e+10,3.141729e+19,1.598081e+28,0,85
8.688849e+09,1.950414e+19,6.601375e+27,0,77
8.149623e+09,1.537627e+19,4.247581e+27,0,12
7.745493e+09,1.569205e+19,4.340058e+27,0,86
6.767409e+20,5.293643e+30,9.004075e+39,0,14
1.144062e+10,3.440763e+19,1.855323e+28,0,67
5.057514e+09,6.280499e+18,1.090848e+27,0,15
9.816351e+09,2.400921e+19,1.130503e+28,0,36
