m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,sample,subject,tp,exp
1.411421e+08,2.957584e+15,3.234513e+19,2.812483e+18,5.533838e+07,2.680257e+15,2.529293e+18,2.224580e+18,9.121025e+07,7.426377e+15,3.856452e+18,3.868863e+18,3.529045e+07,1.012290e+15,4.152051e+17,5.860459e+17,6.148808e+06,2.786734e+13,3.131834e+15,2.208694e+15,3.018061e+07,8.601360e+14,4.299339e+17,4.078201e+17,2.828037e+08,4.696829e+16,3.996484e+18,1.521063e+18,3.650614e+07,9.795190e+14,1.066548e+17,1.052528e+17,2.525038e+08,6.151101e+16,9.175197e+17,1.113727e+18,0,64,CR,RU
4.574706e+08,1.912886e+15,1.296519e+19,1.014686e+19,2.161681e+08,4.210935e+16,3.330860e+18,8.953246e+17,2.525800e+08,5.828864e+16,6.268900e+18,5.245916e+18,2.673458e+05,7.824345e+08,2.447793e+11,8.273510e+10,1.703239e+05,1.558182e+10,8.505835e+11,1.995259e+11,1.426103e+05,9.854799e+09,3.963987e+11,6.487690e+10,1.754318e+08,1.985543e+16,2.469228e+18,4.919969e+17,2.011328e+07,2.775271e+14,2.998174e+16,5.405606e+15,1.590322e+08,2.426594e+16,1.053991e+18,3.954075e+17,0,64,LFAU,9
4.421568e+08,3.028737e+15,3.975658e+18,7.266983e+18,2.002076e+08,3.543206e+16,1.715700e+18,2.124419e+17,2.539357e+08,5.856714e+16,8.596518e+18,4.655340e+18,2.980027e+05,4.008838e+08,7.218814e+11,5.291495e+10,1.861131e+05,1.457726e+10,9.581188e+11,1.571944e+11,1.782791e+05,1.288697e+10,8.829832e+11,1.426779e+11,2.462292e+08,4.219027e+16,7.551040e+18,7.425295e+18,2.421612e+07,3.791217e+14,5.036723e+16,8.688264e+15,2.269204e+08,4.977471e+16,9.531972e+18,7.280117e+18,0,64,PR,U
5.644753e+08,3.112912e+15,1.266122e+19,5.199993e+18,2.618535e+08,6.138100e+16,5.077637e+18,5.937268e+17,3.168703e+08,9.184278e+16,3.199168e+18,1.074143e+18,2.848830e+05,6.557592e+07,5.660456e+11,6.063442e+10,1.729947e+05,1.426159e+10,8.927779e+11,1.580594e+11,1.659108e+05,1.307319e+10,6.223595e+11,1.070735e+11,1.322150e+08,1.149960e+16,4.511402e+17,8.769740e+16,1.523574e+07,1.414147e+14,1.121340e+16,1.404546e+15,1.204016e+08,1.372593e+16,1.999918e+17,3.006989e+16,0,64,E,HAPPY
3.327303e+08,6.010287e+15,2.987439e+19,1.888731e+19,1.753277e+08,2.885616e+16,3.382575e+17,4.921311e+16,1.629665e+08,2.478603e+16,1.735361e+19,1.710933e+19,1.687641e+07,1.692009e+13,5.891379e+16,1.292839e+16,1.099833e+07,8.589525e+13,3.399833e+14,5.056594e+15,7.827084e+06,3.642698e+13,9.243642e+15,1.089377e+16,3.668780e+08,2.323262e+16,7.840377e+19,1.074622e+19,1.229368e+08,1.330327e+16,1.893444e+18,1.797160e+18,2.518429e+08,6.011371e+16,7.847086e+18,5.923959e+18,0,64,O,EYE
4.436168e+08,3.983147e+15,4.003701e+18,1.109240e+19,1.963640e+08,3.391999e+16,1.792437e+18,2.236281e+17,2.594595e+08,6.119987e+16,9.477571e+18,5.820017e+18,2.658056e+05,3.831766e+08,2.841160e+11,6.947110e+10,1.664028e+05,1.313399e+10,7.237929e+11,1.241466e+11,1.516866e+05,1.045579e+10,4.642310e+11,7.772826e+10,1.777692e+08,2.113354e+16,5.463073e+18,2.539085e+18,1.950616e+07,2.334055e+14,2.911593e+16,3.995973e+15,1.626511e+08,2.526431e+16,4.212503e+18,2.997952e+18,1,64,N,N
4.478052e+08,5.464523e+15,1.152034e+19,1.549135e+19,1.938980e+08,3.271958e+16,1.953712e+18,2.984877e+17,2.669310e+08,6.449538e+16,1.277878e+19,8.367784e+18,2.145204e+05,5.847569e+08,4.680077e+11,4.004419e+10,1.417211e+05,9.419481e+09,6.150688e+11,1.033226e+11,1.176773e+05,5.948791e+09,2.574651e+11,5.166627e+10,1.807952e+08,2.144990e+16,4.948275e+18,2.643169e+18,1.999806e+07,2.574726e+14,3.243798e+16,6.363595e+15,1.650089e+08,2.604487e+16,3.845724e+18,2.705941e+18,0,64,PR,SD
3.749315e+08,5.752027e+15,1.654233e+19,1.105567e+19,1.617737e+08,2.259209e+16,3.071075e+18,2.036883e+18,2.247317e+08,4.546215e+16,1.212531e+19,8.008229e+18,1.822833e+05,5.873905e+08,2.394387e+11,2.987276e+10,1.066048e+05,4.385647e+09,3.978784e+11,7.996994e+10,1.169758e+05,6.025227e+09,3.602685e+11,7.699347e+10,1.978452e+08,2.756998e+16,8.338659e+18,5.307880e+18,1.930709e+07,2.437338e+14,4.034713e+16,1.823818e+16,1.824690e+08,3.215394e+16,5.818973e+18,4.469955e+18,0,64,YR,R30
4.346264e+08,3.673901e+15,1.336816e+19,1.045963e+19,1.938967e+08,3.307934e+16,1.807494e+18,3.148213e+17,2.527674e+08,5.797474e+16,1.010515e+19,6.234175e+18,2.716197e+05,1.412387e+08,4.642737e+11,4.351089e+10,1.676342e+05,1.278654e+10,7.699601e+11,1.236904e+11,1.592739e+05,1.104990e+10,6.068592e+11,1.009185e+11,2.207238e+08,3.326630e+16,9.275633e+18,6.704411e+18,2.300071e+07,3.450817e+14,4.593762e+16,1.043852e+16,2.024463e+08,3.941858e+16,8.565135e+18,6.546093e+18,0,64,PR,SU
4.739838e+08,7.997804e+15,8.898425e+18,1.601653e+19,1.991157e+08,3.449697e+16,2.713394e+18,3.372679e+17,2.882669e+08,7.563039e+16,1.118382e+19,6.419107e+18,2.505817e+05,2.403729e+08,2.616170e+11,2.976736e+10,1.570339e+05,1.170269e+10,7.459775e+11,1.239385e+11,1.424219e+05,9.160763e+09,4.749084e+11,8.304086e+10,1.360620e+08,1.226860e+16,2.358331e+18,6.242005e+17,1.558225e+07,1.523458e+14,1.689764e+16,2.162730e+15,1.238168e+08,1.457418e+16,1.312840e+18,7.199146e+17,0,64,UFAU,2
4.506511e+08,3.312122e+15,1.304807e+19,7.340375e+18,2.034881e+08,3.654658e+16,1.807680e+18,3.155419e+17,2.595311e+08,6.109665e+16,7.680641e+18,3.791207e+18,1.994093e+05,2.396426e+09,1.012917e+12,5.037229e+10,1.466667e+05,1.021901e+10,7.357615e+11,1.201464e+11,9.875493e+04,3.683320e+09,1.598141e+11,4.616030e+10,2.135523e+08,3.202225e+16,4.380620e+18,2.736957e+18,2.103907e+07,2.894643e+14,3.184822e+16,7.044203e+15,1.968662e+08,3.739140e+16,3.910851e+18,2.577307e+18,0,64,PR,D
4.394735e+08,1.263955e+15,2.349471e+19,2.438612e+19,2.427276e+08,5.396694e+16,2.184361e+18,1.174438e+18,2.072512e+08,3.880149e+16,1.552157e+19,1.263522e+19,4.602170e+05,6.575584e+09,1.624238e+13,2.452465e+13,2.222881e+05,2.498780e+10,1.593837e+12,3.010058e+11,3.021432e+05,5.737135e+10,2.818113e+13,2.450937e+13,3.426682e+08,5.963435e+16,4.310936e+19,2.731286e+19,5.389394e+07,2.196353e+15,2.769608e+17,4.503228e+16,2.959146e+08,8.383621e+16,3.754641e+19,3.021786e+19,0,64,LFAU,34
1.280365e+08,1.163216e+16,1.602969e+18,4.800492e+17,1.399081e+07,1.288649e+14,6.712517e+15,1.212591e+15,1.192085e+08,1.300771e+16,9.549324e+17,6.484209e+17,3.699283e+04,7.130672e+08,1.849646e+10,3.853202e+09,1.190115e+04,1.909384e+07,8.828756e+08,4.169217e+08,3.529093e+04,6.337748e+08,2.540195e+10,6.186080e+09,6.482056e+07,3.876227e+15,1.332354e+17,2.601791e+16,2.446004e+06,1.887316e+12,1.734315e+14,4.625379e+13,6.388348e+07,3.898546e+15,1.848902e+17,3.760646e+16,0,64,YR,R90
4.456935e+08,4.735364e+15,1.654476e+19,6.178584e+18,1.943548e+08,3.366112e+16,2.915112e+18,7.675808e+17,2.623521e+08,6.331293e+16,5.970819e+18,3.964595e+18,2.250523e+05,1.972553e+08,2.491572e+11,3.625017e+10,1.257668e+05,7.752919e+09,3.935421e+11,9.872741e+10,1.376991e+05,1.006752e+10,4.537630e+11,7.466988e+10,1.867131e+08,2.542054e+16,4.038488e+18,1.838924e+18,1.683979e+07,1.868140e+14,2.256303e+16,5.936748e+15,1.733246e+08,2.896096e+16,2.960089e+18,1.530387e+18,0,64,UFAU,43
4.323993e+08,6.130085e+15,9.007784e+18,1.558925e+19,1.835361e+08,2.910942e+16,1.929764e+18,4.488499e+17,2.617948e+08,6.196962e+16,1.308657e+19,8.671126e+18,2.230053e+05,2.788737e+08,3.677164e+11,2.354595e+10,1.420537e+05,9.564378e+09,6.125540e+11,1.074317e+11,1.253683e+05,6.869608e+09,3.842016e+11,7.657190e+10,1.693660e+08,1.885824e+16,6.171706e+18,2.834587e+18,1.874597e+07,2.198430e+14,2.933620e+16,6.368078e+15,1.547189e+08,2.284804e+16,4.059421e+18,3.034281e+18,0,64,YR,R10
4.302929e+08,2.994415e+15,1.002710e+19,9.096884e+18,1.945582e+08,3.345512e+16,1.843138e+18,3.686733e+17,2.474423e+08,5.559149e+16,7.663691e+18,4.832267e+18,2.259490e+05,1.977602e+08,3.065290e+11,5.617932e+10,1.403309e+05,9.594730e+09,5.727943e+11,1.320338e+11,1.285150e+05,7.527236e+09,3.894502e+11,6.900078e+10,2.165068e+08,3.160499e+16,3.238028e+18,1.393985e+18,2.290771e+07,3.572442e+14,4.420530e+16,9.226253e+15,1.978492e+08,3.775039e+16,2.260293e+18,1.222079e+18,0,64,UFAU,4
3.683387e+08,4.309587e+14,3.042268e+19,1.258714e+19,1.907244e+08,3.187352e+16,9.993616e+17,1.111357e+17,1.898101e+08,3.162300e+16,4.843075e+18,2.271320e+18,5.050420e+07,3.790118e+12,1.123109e+18,4.744830e+17,2.806983e+07,6.130491e+14,3.589531e+16,3.764029e+16,2.612789e+07,5.488597e+14,4.650409e+16,8.258465e+16,2.019402e+08,5.744906e+15,5.544899e+19,3.969680e+17,7.155122e+07,4.321129e+15,8.770031e+16,2.501301e+16,1.372427e+08,1.740017e+16,5.937025e+18,4.690465e+18,0,64,O,MOUTH
2.524543e+07,2.136466e+13,3.381417e+16,3.405747e+15,1.505462e+07,1.613170e+14,4.042765e+15,6.445141e+14,1.329544e+07,1.255097e+14,7.083069e+13,1.085755e+13,4.232843e+07,9.460341e+13,9.573651e+17,2.822569e+17,2.793264e+07,5.737213e+14,5.327260e+16,5.750542e+16,1.842289e+07,2.537244e+14,1.383952e+16,2.680390e+16,4.396813e+07,1.734339e+14,1.849841e+18,2.958786e+17,2.749664e+07,6.121164e+14,3.849949e+15,8.633395e+15,1.923586e+07,2.958925e+14,1.268378e+16,1.289385e+16,0,64,YR,L45
4.393759e+08,7.909413e+15,1.340630e+19,1.826811e+19,1.819615e+08,2.858250e+16,1.934887e+18,3.353620e+17,2.703339e+08,6.644515e+16,1.589219e+19,1.368333e+19,2.520164e+05,6.636328e+06,2.641551e+11,6.058646e+10,1.517436e+05,1.054087e+10,6.745759e+11,1.416366e+11,1.496152e+05,1.105744e+10,4.312897e+11,8.556440e+10,1.357711e+08,1.043476e+16,5.407712e+18,1.888562e+18,2.072504e+07,2.201353e+14,3.097400e+16,4.078781e+15,1.212390e+08,1.335661e+16,3.689682e+18,2.282959e+18,0,64,CAU,A22A25
5.607650e+08,3.900756e+15,4.537126e+19,2.878262e+19,3.149857e+08,9.255996e+16,5.094596e+18,1.392207e+18,2.569997e+08,6.041692e+16,1.155921e+19,7.872215e+18,3.321653e+05,6.931499e+08,6.462060e+11,2.976015e+11,1.750292e+05,1.717425e+10,8.106698e+11,1.327889e+11,2.013349e+05,2.551067e+10,1.365127e+12,5.785005e+11,2.403348e+08,2.587399e+16,3.059332e+19,1.322175e+19,4.312113e+07,1.403186e+15,1.689684e+17,2.721333e+16,2.030127e+08,3.908310e+16,1.969480e+19,1.715903e+19,0,72,PR,U
5.069178e+08,7.953951e+15,2.620560e+19,2.448753e+19,3.030428e+08,8.593151e+16,3.949954e+18,8.213046e+17,2.138674e+08,4.156663e+16,9.360134e+18,6.286718e+18,3.576339e+05,1.351435e+09,1.140418e+12,3.345478e+10,1.884823e+05,1.803936e+10,9.458477e+11,2.114402e+11,2.236335e+05,2.994531e+10,1.451179e+12,3.599040e+11,3.089493e+08,3.737136e+16,5.633084e+19,2.409357e+19,6.226636e+07,2.985790e+15,4.086679e+17,7.286198e+16,2.543655e+08,6.127474e+16,3.479567e+19,3.037643e+19,0,72,YR,R20
5.536807e+08,5.805503e+15,8.449708e+19,4.097541e+19,3.144249e+08,9.216558e+16,6.330251e+18,3.275044e+18,2.508029e+08,5.725882e+16,1.357784e+19,1.015845e+19,3.397407e+05,1.769978e+08,8.987600e+11,2.584811e+11,1.932810e+05,2.171303e+10,9.535637e+11,1.694328e+11,1.929298e+05,2.265127e+10,1.299409e+12,5.695753e+11,2.675208e+08,2.517769e+16,3.263176e+19,1.004010e+19,5.967661e+07,2.750128e+15,3.436374e+17,5.175251e+16,2.152800e+08,4.344414e+16,1.643334e+19,1.406304e+19,2,72,N,N
7.672492e+08,7.145681e+14,2.757820e+18,1.083004e+19,3.775850e+08,1.339925e+17,5.408828e+18,1.963649e+18,4.027276e+08,1.519377e+17,2.906474e+18,2.834716e+18,3.744353e+05,5.412787e+07,1.006801e+12,3.608901e+11,2.066800e+05,2.572869e+10,1.115657e+12,1.864984e+11,2.140357e+05,2.974546e+10,1.501497e+12,7.293789e+11,1.223369e+08,4.103967e+15,2.520732e+18,9.157313e+17,3.285957e+07,8.715338e+14,2.603753e+17,1.957348e+17,9.295322e+07,8.034070e+15,1.621390e+18,7.575372e+17,0,72,E,HAPPY
5.673556e+08,9.629501e+15,4.181932e+19,2.624688e+19,3.365149e+08,1.070205e+17,4.037440e+18,1.334149e+18,2.409027e+08,5.328931e+16,9.063082e+18,6.507764e+18,1.574515e+07,2.333986e+14,7.673393e+17,7.763102e+17,2.875236e+06,7.504020e+12,3.292659e+15,3.768157e+15,1.300844e+07,1.658452e+14,4.443584e+17,4.550594e+17,3.482875e+08,3.026802e+16,1.785645e+19,1.103251e+19,9.600220e+07,7.663909e+15,4.725258e+17,1.808642e+17,2.607486e+08,6.418048e+16,1.709444e+19,1.289078e+19,0,72,O,HAIR
9.987761e+07,5.490871e+15,1.155733e+18,4.086523e+17,2.323285e+07,4.148432e+14,2.503203e+16,8.213194e+15,8.144319e+07,5.874432e+15,6.606062e+17,3.718012e+17,1.413904e+05,1.184969e+10,4.849529e+11,9.844846e+11,3.047653e+04,1.779899e+08,2.136794e+10,6.289412e+09,1.302714e+05,1.231910e+10,1.595049e+12,9.387380e+11,9.098397e+07,6.101919e+15,6.170881e+17,2.071601e+17,1.112574e+07,7.419406e+13,1.375686e+16,7.897556e+15,8.267522e+07,6.400642e+15,5.858358e+17,3.011246e+17,0,72,YR,R90
5.378438e+08,7.106075e+15,6.654789e+19,3.198647e+19,3.136546e+08,9.235165e+16,7.529059e+18,4.814471e+18,2.347345e+08,5.027236e+16,1.192974e+19,8.659184e+18,4.026740e+05,1.086685e+08,1.189311e+12,1.349587e+11,2.287850e+05,3.098842e+10,1.313677e+12,2.503983e+11,2.268079e+05,3.129151e+10,1.245447e+12,3.625904e+11,3.174356e+08,4.161686e+16,4.297197e+19,1.979637e+19,6.150583e+07,3.000657e+15,2.959665e+17,4.607693e+16,2.629716e+08,6.586647e+16,2.799418e+19,2.435728e+19,0,72,N,N
5.323067e+08,1.209935e+16,1.699070e+19,4.068656e+19,3.255624e+08,9.989277e+16,3.236454e+18,1.252190e+18,2.163044e+08,4.290306e+16,2.067283e+19,1.667140e+19,9.894968e+05,2.926735e+11,9.121187e+13,1.666106e+14,2.791155e+05,4.695633e+10,2.429044e+12,3.809815e+11,7.732650e+05,5.177119e+11,1.589845e+14,1.362075e+14,3.984257e+08,5.054380e+16,9.359366e+19,4.365239e+19,9.268153e+07,6.880796e+15,6.960452e+17,8.111185e+16,3.155212e+08,9.397523e+16,6.688868e+19,5.566537e+19,0,72,LFAU,34
2.159324e+08,4.822807e+15,2.331247e+18,1.792904e+19,1.053258e+08,1.022572e+16,2.949011e+18,2.966395e+18,1.148579e+08,1.223745e+16,7.646618e+18,7.061076e+18,6.223306e+05,2.031350e+11,1.331147e+13,3.021382e+12,1.493581e+05,5.329076e+09,4.335717e+11,8.455760e+10,5.568817e+05,2.324041e+11,4.941783e+12,1.199522e+12,2.037392e+08,1.479231e+16,2.984763e+19,9.871627e+18,4.610169e+07,1.585812e+15,1.518402e+17,3.555037e+16,1.648568e+08,2.520272e+16,1.593976e+19,1.441645e+19,0,72,YR,L45
4.701755e+08,1.451684e+16,9.507787e+19,2.145914e+19,2.795056e+08,7.262295e+16,1.141024e+19,9.045009e+18,2.008602e+08,3.635500e+16,1.539775e+19,1.211031e+19,4.461358e+07,5.336366e+14,4.031669e+17,1.176613e+18,3.475387e+07,1.026228e+15,6.543072e+17,7.894839e+17,1.261341e+07,1.120521e+14,6.468597e+15,1.473606e+15,4.135949e+08,3.660951e+16,1.673890e+19,2.134030e+19,1.361808e+08,1.608111e+16,9.940889e+18,1.081557e+19,2.873367e+08,7.736052e+16,1.358765e+19,7.628775e+18,0,72,O,EYE
5.751659e+08,7.046662e+15,6.238280e+19,4.566943e+19,3.343376e+08,1.044465e+17,5.947023e+18,1.554104e+18,2.522521e+08,5.799855e+16,1.426064e+19,1.160811e+19,3.263730e+05,1.259459e+09,5.712659e+11,5.573526e+10,1.833651e+05,1.947654e+10,8.615462e+11,1.698549e+11,1.877647e+05,2.115882e+10,8.642743e+11,2.013948e+11,2.135973e+08,1.252164e+16,2.022923e+19,2.922437e+18,5.462343e+07,2.274943e+15,3.070697e+17,3.732090e+16,1.659534e+08,2.536774e+16,7.741809e+18,6.025904e+18,0,72,O,GLASSES
5.960587e+08,8.556115e+15,3.196710e+19,4.136491e+19,3.490120e+08,1.153389e+17,6.423935e+18,2.615421e+18,2.565487e+08,6.104001e+16,1.230817e+19,1.036264e+19,5.086594e+05,6.427421e+09,4.878595e+11,7.048441e+11,3.259600e+05,6.916407e+10,3.461908e+12,4.804817e+11,2.458000e+05,3.509565e+10,1.868144e+12,9.876490e+11,2.666247e+08,2.503506e+16,1.220984e+19,2.131451e+18,6.157174e+07,3.046588e+15,3.265842e+17,3.785336e+16,2.118451e+08,4.233438e+16,4.864947e+18,3.881808e+18,0,72,LFAU,9
5.920998e+08,5.228204e+15,7.192005e+19,4.097606e+19,3.349069e+08,1.044712e+17,5.114328e+18,1.223713e+18,2.692251e+08,6.622941e+16,1.236327e+19,8.573634e+18,3.442374e+05,1.526897e+08,8.986255e+11,2.238731e+11,1.920561e+05,2.152874e+10,9.684756e+11,1.635461e+11,1.977510e+05,2.462963e+10,1.150714e+12,5.360674e+11,1.822044e+08,9.123256e+15,9.344108e+18,3.873698e+17,4.634016e+07,1.665545e+15,2.171870e+17,2.872986e+16,1.414680e+08,1.849115e+16,2.282959e+18,1.627607e+18,1,72,N,N
4.347860e+08,1.307423e+16,9.543442e+19,3.495378e+19,2.800379e+08,7.270791e+16,2.923782e+18,6.488218e+17,1.658960e+08,2.396523e+16,5.951780e+18,4.653966e+18,8.484838e+07,6.494541e+14,7.825131e+18,3.029367e+18,5.738325e+07,2.822219e+15,8.998930e+17,8.899075e+17,3.190190e+07,7.818952e+14,2.057269e+17,2.925712e+17,1.741381e+08,3.420478e+15,4.017488e+19,5.936807e+18,1.191301e+08,1.299432e+16,5.971269e+17,1.226746e+17,6.070693e+07,3.027690e+15,1.159590e+17,7.054326e+16,0,72,O,MOUTH
5.617551e+08,7.221281e+15,3.961561e+19,3.166483e+19,3.286356e+08,1.009448e+17,3.695842e+18,5.063403e+17,2.442680e+08,5.436128e+16,1.207764e+19,7.992347e+18,3.520005e+05,5.185336e+09,7.317174e+11,1.191154e+12,1.636174e+05,1.368849e+10,6.594720e+11,1.198590e+11,2.356206e+05,3.578514e+10,4.178947e+12,1.363668e+12,3.040207e+08,3.871210e+16,4.358894e+19,1.950915e+19,5.831522e+07,2.590329e+15,2.834689e+17,3.342121e+16,2.531899e+08,6.073682e+16,2.941311e+19,2.516162e+19,0,72,PR,SD
5.594877e+08,3.635301e+15,6.737260e+19,3.266057e+19,3.136504e+08,9.166684e+16,5.563633e+18,2.114504e+18,2.572756e+08,6.045193e+16,1.082319e+19,7.333990e+18,3.276231e+05,2.537935e+08,6.668388e+11,2.770405e+11,1.784103e+05,1.801981e+10,7.822264e+11,1.364167e+11,1.942209e+05,2.328913e+10,1.248867e+12,5.237100e+11,2.419676e+08,2.375684e+16,2.789016e+19,1.000474e+19,4.798942e+07,1.739790e+15,2.130159e+17,3.700567e+16,2.004657e+08,3.781634e+16,1.615072e+19,1.357853e+19,0,72,PR,SU
3.304204e+08,3.288986e+15,1.178240e+19,1.422046e+19,1.962699e+08,3.623588e+16,9.822463e+17,2.096630e+17,1.401040e+08,1.799664e+16,8.375878e+18,7.157273e+18,3.530637e+05,1.186817e+10,1.643395e+12,1.688368e+12,1.757779e+05,1.594231e+10,9.939427e+11,2.555302e+11,2.287034e+05,3.210403e+10,3.782265e+12,1.192109e+12,3.236043e+08,5.192319e+16,3.708607e+19,2.001261e+19,5.560155e+07,2.349757e+15,3.353144e+17,6.212731e+16,2.751343e+08,7.242536e+16,2.795595e+19,2.387662e+19,0,72,CR,RD
5.323614e+08,6.705122e+15,6.402559e+19,3.130904e+19,3.090297e+08,8.926435e+16,6.315743e+18,2.988407e+18,2.340709e+08,4.988210e+16,1.132061e+19,8.042152e+18,4.179524e+05,1.625401e+09,1.256808e+12,2.600564e+11,2.168296e+05,2.705003e+10,1.393277e+12,2.129482e+11,2.541510e+05,4.090859e+10,2.447715e+12,3.781818e+11,2.860327e+08,3.315472e+16,4.351677e+19,1.834050e+19,5.617256e+07,2.428302e+15,3.040093e+17,7.344266e+16,2.369174e+08,5.316681e+16,2.618574e+19,2.287620e+19,0,72,YR,R10
2.284228e+08,1.735597e+16,3.440162e+19,5.427556e+18,8.836612e+07,6.911569e+15,5.113913e+18,4.595919e+18,1.469799e+08,1.962940e+16,6.845048e+18,5.738880e+18,1.070893e+06,9.249551e+11,1.801250e+15,1.808956e+15,8.829191e+04,8.988894e+08,1.601337e+11,4.910985e+10,1.043163e+06,9.711007e+11,1.802080e+15,1.781522e+15,2.322776e+08,2.793760e+16,3.909306e+19,1.772697e+19,4.011461e+07,1.087934e+15,2.680505e+17,8.754688e+16,1.992944e+08,3.743422e+16,1.690476e+19,1.428404e+19,0,72,YR,R45
3.865310e+08,4.064335e+15,1.484517e+18,1.953640e+19,2.217418e+08,4.598667e+16,2.560927e+18,1.212469e+18,1.720989e+08,2.716325e+16,1.088414e+19,8.560688e+18,3.433943e+05,2.012165e+09,2.400668e+11,6.699562e+10,1.759035e+05,1.738373e+10,8.725518e+11,1.576864e+11,2.131912e+05,2.888850e+10,1.687897e+12,2.469553e+11,2.821685e+08,3.928111e+16,3.568524e+19,1.815639e+19,4.674783e+07,1.611465e+15,2.037535e+17,2.768798e+16,2.420305e+08,5.590441e+16,2.556994e+19,2.224311e+19,0,72,YR,R30
5.474962e+08,4.253381e+15,5.080131e+19,3.266854e+19,3.119207e+08,9.057500e+16,4.246015e+18,6.088467e+17,2.467096e+08,5.550072e+16,1.082969e+19,7.022570e+18,3.379720e+05,6.159041e+08,1.075915e+12,1.492646e+11,1.832695e+05,1.944553e+10,8.715150e+11,1.450775e+11,1.988629e+05,2.491650e+10,1.227257e+12,4.568195e+11,2.292660e+08,1.875799e+16,2.545912e+19,5.780569e+18,5.010516e+07,1.918315e+15,2.362079e+17,3.032595e+16,1.854999e+08,3.222759e+16,1.175128e+19,9.584558e+18,3,72,N,N
6.330849e+08,1.701513e+15,1.727515e+19,3.543396e+19,3.039714e+08,8.534551e+16,6.363064e+18,1.547144e+18,3.414668e+08,1.083157e+17,2.183198e+19,1.831088e+19,3.279675e+05,2.393651e+08,1.147373e+12,2.204431e+11,1.796157e+05,1.876144e+10,9.290514e+11,1.520346e+11,1.911904e+05,2.294484e+10,1.112093e+12,5.160258e+11,1.431043e+08,9.699484e+15,1.673172e+18,4.134204e+16,2.521305e+07,4.100272e+14,4.810199e+16,7.025097e+15,1.229538e+08,1.390707e+16,2.035755e+18,3.828470e+17,0,72,LFAU,27
5.393651e+08,1.042753e+16,3.982893e+19,2.802704e+19,3.258312e+08,9.976301e+16,3.532846e+18,4.629738e+17,2.237632e+08,4.560107e+16,8.996815e+18,6.542779e+18,3.764271e+05,3.069154e+09,1.176013e+12,1.421025e+12,1.889185e+05,2.018672e+10,9.625775e+11,1.547089e+11,2.344339e+05,3.542207e+10,3.275637e+12,1.186022e+12,2.985733e+08,3.298001e+16,3.723099e+19,1.170860e+19,6.344697e+07,3.192414e+15,3.546116e+17,4.509666e+16,2.421628e+08,5.560338e+16,2.019729e+19,1.691954e+19,0,72,UFAU,4
5.766734e+08,3.493348e+14,2.584993e+19,3.411976e+19,3.016255e+08,8.446720e+16,5.260397e+18,1.497567e+18,2.865222e+08,7.565146e+16,1.693597e+19,1.363763e+19,4.057305e+05,5.632299e+09,1.914005e+12,2.179128e+12,1.910162e+05,2.030810e+10,1.000249e+12,1.690033e+11,2.632312e+05,4.624733e+10,4.431374e+12,1.725796e+12,2.109068e+08,1.694433e+16,2.191834e+19,6.839041e+18,4.454962e+07,1.400969e+15,1.538015e+17,2.094106e+16,1.737067e+08,2.779918e+16,1.296646e+19,9.994541e+18,0,72,CAU,A22A25
2.378542e+07,1.454792e+14,2.262000e+17,3.841220e+16,1.028718e+07,9.435569e+13,8.797742e+15,6.731325e+15,1.417367e+07,1.826584e+14,4.977482e+16,4.532282e+16,4.456686e+05,1.582796e+11,8.344544e+13,8.696796e+13,9.275132e+04,6.556756e+09,6.266286e+11,6.736778e+11,3.772040e+05,1.289347e+11,5.238431e+13,4.989983e+13,1.389611e+08,1.049200e+16,4.178711e+18,2.858312e+18,2.023462e+07,3.192907e+14,4.416904e+16,3.546496e+16,1.225601e+08,1.424030e+16,3.307655e+18,2.913151e+18,0,72,YR,L90
5.663414e+08,5.357882e+15,4.701762e+19,4.235628e+19,3.241328e+08,9.778183e+16,4.368680e+18,7.076817e+17,2.539975e+08,5.869245e+16,1.579737e+19,1.192827e+19,3.339418e+05,4.688203e+07,9.078705e+11,5.499325e+10,1.885496e+05,2.034610e+10,9.161747e+11,1.468198e+11,1.913326e+05,2.213534e+10,1.094139e+12,3.446010e+11,2.417199e+08,2.112120e+16,3.046121e+19,8.276067e+18,5.187397e+07,2.072828e+15,2.312272e+17,3.026186e+16,1.962697e+08,3.618834e+16,1.548207e+19,1.271757e+19,0,72,UFAU,2
5.225884e+08,6.594964e+15,6.085410e+19,2.434387e+19,3.051492e+08,8.743226e+16,6.793843e+18,4.155180e+18,2.276422e+08,4.731434e+16,8.843998e+18,5.856936e+18,2.762934e+05,5.993256e+08,1.203525e+12,1.196961e+11,1.682857e+05,1.569736e+10,7.995718e+11,1.320095e+11,1.513188e+05,1.381842e+10,7.777897e+11,4.584062e+11,3.289527e+08,4.801263e+16,4.334007e+19,2.366327e+19,5.940245e+07,2.765025e+15,2.938654e+17,5.325315e+16,2.766058e+08,7.308603e+16,3.228144e+19,2.818279e+19,0,72,PR,D
