l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,sample,subject
1.282868e+08,1.020526e+16,6.676813e+09,6.201682e+09,3.989669e+19,6.146198e+17,4.574426e+19,1.402496e+07,1.788959e+14,7.866639e+06,8.642297e+05,-1.132967e+12,-8.203712e+12,-1.028181e+12,1.149149e+08,1.305804e+16,6.347390e+09,6.268929e+09,3.954454e+19,7.132597e+17,-5.185607e+18,0,80
1.793124e+08,1.135650e+16,2.608654e+10,2.406260e+10,6.009567e+20,2.530244e+18,5.613044e+20,3.968420e+07,1.178895e+15,1.889476e+08,2.739272e+07,6.538486e+14,-1.424823e+14,1.173351e+15,1.449823e+08,1.954078e+16,2.331572e+10,2.500548e+10,6.037332e+20,3.480820e+18,-3.638692e+19,0,34
1.142953e+08,6.969625e+15,4.809338e+08,7.479763e+08,4.382033e+17,5.843535e+16,5.793322e+17,1.852093e+07,1.681821e+14,1.236172e+08,1.624162e+07,-7.276376e+14,-2.099512e+14,-6.172510e+14,1.014918e+08,9.541265e+15,1.658964e+09,6.988854e+08,6.982730e+17,3.581204e+16,6.381045e+16,1,92
2.601276e+08,2.184546e+16,1.182878e+06,7.617278e+08,-2.142887e+16,1.117386e+17,-3.085920e+16,7.048786e+07,2.301757e+15,9.193139e+08,1.281345e+08,-3.671377e+16,-5.286624e+15,-3.684749e+16,2.126163e+08,3.899558e+16,1.562565e+09,5.492945e+08,4.128652e+17,2.215961e+16,1.525252e+17,0,25
1.409187e+08,9.419116e+15,9.650050e+09,2.239066e+10,3.287082e+20,2.172535e+18,3.019816e+20,2.639372e+07,3.055163e+14,4.615230e+08,5.694098e+07,-8.357445e+15,-9.589455e+14,-8.386293e+15,1.234454e+08,1.321114e+16,1.718558e+10,1.958054e+10,3.591724e+20,2.194530e+18,-5.649870e+19,0,70
1.666358e+08,1.534236e+16,1.063976e+10,1.329126e+10,1.579337e+20,1.645922e+18,1.797600e+20,2.624764e+07,2.803893e+14,4.149830e+08,5.150998e+07,-7.494258e+15,-8.523296e+14,-6.907603e+15,1.499064e+08,1.985985e+16,1.305215e+10,1.280233e+10,1.654831e+20,1.732013e+18,-3.261529e+19,0,3
6.280955e+07,2.151359e+15,5.310845e+09,3.296379e+09,1.370481e+19,1.519594e+17,1.440401e+19,9.883816e+06,4.436164e+13,6.640483e+07,9.401821e+06,-1.453714e+13,-2.035091e+13,3.276491e+13,5.616137e+07,2.814860e+15,6.039859e+09,4.326419e+09,2.207820e+19,2.027028e+17,-1.493964e+17,0,59
2.162210e+08,1.765970e+16,2.846279e+09,1.030373e+10,5.573882e+19,1.331236e+18,6.429637e+19,4.741551e+07,1.306140e+15,3.559441e+08,5.851089e+07,6.604327e+14,-8.067310e+14,2.025567e+15,1.800826e+08,2.864992e+16,7.700895e+09,8.384552e+09,6.736338e+19,1.357235e+18,-1.313716e+19,2,81
1.084427e+08,7.914132e+15,5.967297e+10,4.621386e+10,2.426107e+21,4.106567e+18,2.205779e+21,1.059474e+07,9.065218e+13,4.054236e+06,7.375960e+05,1.184176e+12,3.588314e+12,6.923529e+11,9.892172e+07,9.602920e+15,4.925331e+10,4.983671e+10,2.469097e+21,4.877945e+18,-3.159751e+20,2,61
1.858649e+08,1.556604e+16,1.427915e+10,4.031020e+10,9.665318e+20,5.025887e+18,6.915299e+20,3.480119e+07,7.962368e+14,1.984090e+08,2.476091e+07,5.556742e+14,-8.819786e+13,6.828617e+14,1.576544e+08,2.287650e+16,3.109009e+10,3.264428e+10,1.039835e+21,4.904307e+18,-9.066160e+19,2,64
8.263797e+06,2.577429e+13,8.658766e+08,5.040015e+08,3.200980e+17,2.531230e+15,3.209667e+17,2.087584e+06,1.219461e+12,2.167837e+07,2.919588e+06,2.319430e+13,2.007309e+12,1.327382e+13,7.160825e+06,4.812859e+13,7.233628e+08,7.436308e+08,5.453423e+17,5.141502e+15,5.694426e+17,0,95
2.114401e+08,6.682455e+15,3.467989e+09,1.677036e+10,1.262675e+20,1.349381e+18,1.367500e+20,6.885779e+07,3.702165e+15,4.725268e+08,1.036423e+08,1.471100e+16,9.161827e+14,2.369785e+16,1.506008e+08,2.036091e+16,1.178662e+10,1.271365e+10,1.556204e+20,1.798810e+18,-1.778634e+19,0,0
2.234118e+08,1.888480e+16,2.136005e+10,2.229618e+10,4.768333e+20,3.021002e+18,4.351081e+20,4.517571e+07,1.671925e+15,1.594260e+08,7.013855e+07,7.068584e+15,2.015130e+15,1.781994e+15,1.825871e+08,3.195588e+16,2.245430e+10,2.227009e+10,4.980034e+20,3.968021e+18,-8.590912e+19,1,49
7.334924e+07,2.014601e+15,8.378454e+09,2.999384e+09,9.670734e+18,8.998271e+16,2.873102e+18,1.572070e+07,1.628206e+14,1.292098e+08,7.936772e+07,8.001418e+15,8.620822e+14,6.060537e+14,6.059969e+07,3.336253e+15,3.991131e+09,3.695423e+09,1.418586e+19,2.075133e+17,-2.611458e+18,3,62
8.331425e+07,3.959779e+15,4.794216e+09,5.562030e+09,2.869933e+19,3.499937e+17,3.003507e+19,1.280563e+07,6.007166e+13,4.484951e+07,2.263857e+06,5.467568e+12,-9.299521e+12,5.716092e+12,7.572842e+07,5.008954e+15,5.037604e+09,5.626500e+09,2.990594e+19,3.879415e+17,-4.392247e+18,0,53
3.564915e+08,5.085503e+16,6.277039e+09,2.037403e+10,2.111448e+20,4.516599e+18,9.962366e+19,7.305788e+07,4.052981e+15,1.828253e+08,6.051552e+07,6.364467e+15,2.728059e+15,7.725997e+15,2.928344e+08,8.056787e+16,1.540826e+10,1.579230e+10,2.462264e+20,4.429319e+18,-2.968321e+19,1,33
1.452541e+08,1.368221e+16,3.299874e+08,1.278541e+08,-2.385629e+16,1.467132e+16,-3.057672e+16,1.638165e+07,1.454491e+14,2.017822e+07,3.359658e+06,-2.188310e+13,-3.619078e+13,-2.202820e+13,1.331939e+08,1.702123e+16,1.564628e+09,1.795862e+08,-8.941301e+16,-2.285450e+16,-6.106070e+16,0,79
4.594681e+06,1.872391e+13,1.663401e+09,1.699583e+09,2.857668e+18,7.292666e+15,3.421566e+18,4.371599e+05,7.769794e+10,7.463144e+05,1.033642e+05,3.646308e+09,2.000132e+10,-4.394783e+08,4.520099e+06,1.960235e+13,1.911350e+09,1.752017e+09,3.206100e+18,7.756712e+15,2.147074e+18,0,92
8.608501e+07,3.384933e+15,1.363043e+09,1.222705e+09,1.498356e+18,7.016394e+16,1.464073e+18,1.665752e+07,1.283931e+14,3.677237e+08,5.152902e+07,-2.639624e+15,-4.221598e+14,-2.077053e+15,7.481764e+07,5.020758e+15,1.710458e+09,1.358564e+09,2.068365e+18,7.654347e+16,-2.921182e+17,1,82
4.279104e+06,8.460631e+12,3.445516e+09,1.615279e+09,3.701526e+18,4.576413e+15,3.476419e+18,8.052292e+05,3.224128e+11,4.756420e+07,8.359243e+06,9.176833e+13,2.143569e+11,8.051262e+13,3.711984e+06,1.333460e+13,2.196003e+09,2.176778e+09,4.759201e+18,7.945521e+15,3.187542e+18,1,90
4.536114e+07,1.663812e+15,1.615688e+09,1.385731e+09,2.073439e+18,5.594141e+16,2.154356e+18,2.771075e+06,4.391624e+12,1.271530e+06,7.694312e+04,-1.094449e+10,-1.231154e+11,-1.060724e+10,4.326698e+07,1.813922e+15,1.524674e+09,1.488125e+09,2.241413e+18,6.182285e+16,-4.416366e+17,2,58
1.552755e+07,1.057279e+14,1.153660e+08,1.179817e+09,-3.116760e+17,1.210477e+16,-6.146660e+17,3.514767e+06,3.183811e+12,1.394134e+08,1.685929e+07,-2.853419e+13,-9.275634e+12,1.128940e+14,1.375020e+07,1.621433e+14,9.071948e+08,5.822361e+08,4.224527e+17,7.380270e+15,3.554920e+17,0,39
1.839364e+08,8.942930e+15,1.211929e+09,1.124941e+10,4.135730e+19,1.063401e+18,4.421740e+19,4.619527e+07,1.864849e+15,6.259230e+07,8.214926e+06,-3.507155e+13,-1.954928e+14,-1.126122e+13,1.407566e+08,1.900929e+16,8.304348e+09,7.777497e+09,6.250454e+19,1.053306e+18,-1.027696e+19,2,68
7.702110e+07,4.211838e+15,1.818727e+10,1.538092e+10,2.571559e+20,9.976793e+17,2.767856e+20,6.630748e+06,3.020696e+13,1.509143e+07,2.370597e+06,6.976190e+12,-6.216060e+11,7.048329e+12,7.152904e+07,4.964776e+15,1.641452e+10,1.601038e+10,2.595464e+20,1.119186e+18,-2.733321e+19,2,71
7.668629e+07,4.386322e+15,5.928072e+09,3.570036e+09,1.639436e+19,2.361686e+17,1.354412e+19,7.814142e+06,9.078641e+12,2.095783e+07,1.231382e+06,-1.540071e+12,-3.113946e+12,-2.056651e+12,7.377667e+07,4.958046e+15,3.910157e+09,4.196399e+09,1.698943e+19,2.791193e+17,-2.396245e+18,0,17
1.505546e+08,8.647507e+15,1.208010e+09,9.388482e+09,3.156614e+19,8.724597e+17,3.029604e+19,3.208985e+07,6.513238e+14,2.465079e+08,2.482933e+07,-1.645988e+15,-5.795626e+14,-1.652112e+15,1.250502e+08,1.414511e+16,7.478598e+09,6.795496e+09,4.844407e+19,7.607335e+17,-9.971302e+18,1,96
1.448423e+08,1.477058e+16,1.142036e+09,4.406824e+08,3.086359e+17,5.167463e+16,3.496447e+17,1.473031e+07,7.403000e+13,2.239071e+07,4.606839e+06,-4.397750e+13,-3.901456e+13,-5.019353e+13,1.362398e+08,1.764622e+16,2.943088e+09,1.024679e+09,1.563315e+18,7.523137e+16,2.160573e+18,3,77
2.836288e+07,5.746444e+14,2.971834e+09,1.367726e+09,2.741858e+18,3.208947e+16,2.123573e+18,2.899790e+06,2.270388e+12,1.045353e+07,5.992488e+05,-9.708132e+11,-6.723231e+11,-9.002540e+11,2.686895e+07,6.620151e+14,2.183094e+09,1.705211e+09,3.289402e+18,3.918257e+16,-6.838566e+17,2,75
2.994753e+07,4.816293e+14,1.120449e+10,9.867418e+09,1.035438e+20,2.165506e+17,1.028604e+20,4.582096e+06,1.188323e+13,2.590704e+07,3.854283e+06,2.974629e+13,3.114099e+12,2.299467e+13,2.650281e+07,6.460262e+14,9.504594e+09,1.042401e+10,1.037497e+20,2.646247e+17,2.256696e+18,3,63
3.786648e+07,4.278841e+14,4.173811e+09,2.205311e+10,2.063870e+20,4.451809e+17,1.940106e+20,9.980154e+06,5.441545e+13,1.578506e+08,6.986676e+07,7.317589e+15,3.692345e+14,9.049344e+15,3.052008e+07,8.078801e+14,1.754907e+10,1.598971e+10,2.678464e+20,4.335538e+17,-3.599950e+19,2,67
1.636001e+08,1.922666e+16,6.587161e+09,1.506024e+10,1.483868e+20,2.073309e+18,1.912304e+20,1.520354e+07,1.079742e+14,2.599783e+07,3.299222e+06,-2.172432e+13,-2.738751e+13,-1.965598e+13,1.532119e+08,2.225928e+16,1.436770e+10,1.205524e+10,1.585963e+20,1.678068e+18,-3.505124e+19,3,97
1.296373e+08,5.407982e+15,9.443898e+08,3.610119e+09,-6.222044e+18,2.654793e+17,-4.055400e+18,2.988690e+07,6.883160e+14,7.273953e+07,1.184963e+07,3.897385e+13,-8.476391e+13,9.121807e+13,1.034049e+08,1.011320e+16,1.511358e+09,1.490306e+09,2.236619e+18,1.398364e+17,-4.551988e+17,0,73
1.740181e+08,1.680848e+16,7.601023e+09,5.774571e+09,3.823459e+19,7.483224e+17,3.550885e+19,2.603873e+07,3.392263e+14,9.953791e+07,1.077723e+07,-3.366115e+14,-1.924395e+14,-3.056384e+14,1.556000e+08,2.189830e+16,7.306903e+09,6.575585e+09,4.557866e+19,9.197105e+17,-8.789762e+18,2,94
3.447856e+08,3.280784e+16,5.669731e+09,2.719834e+10,3.377106e+20,4.901387e+18,3.875637e+20,9.144860e+07,5.250184e+15,9.850412e+08,1.207770e+08,-2.371115e+16,-6.231920e+15,-2.251303e+16,2.725699e+08,6.532659e+16,1.661259e+10,2.145516e+10,4.050532e+20,5.456083e+18,2.070745e+19,1,87
4.569485e+07,1.635979e+15,1.606526e+10,1.516187e+10,2.365857e+20,6.125742e+17,2.392042e+20,3.016703e+06,5.266676e+12,2.300293e+06,4.578564e+05,4.284616e+11,4.061802e+11,2.035239e+11,4.342942e+07,1.837374e+15,1.541581e+10,1.573502e+10,2.450604e+20,6.734238e+17,-4.049146e+19,0,15
1.498565e+08,1.141273e+16,1.800634e+10,1.622822e+10,2.771951e+20,1.728427e+18,2.989181e+20,2.594380e+07,3.134022e+14,3.856154e+08,5.047761e+07,-6.232364e+15,-8.451415e+14,-5.463027e+15,1.321712e+08,1.544533e+16,2.105030e+10,1.726739e+10,3.289059e+20,1.947756e+18,-6.864752e+19,0,38
8.125642e+08,2.232324e+17,2.306602e+09,7.925611e+08,9.105990e+17,3.311532e+17,7.611890e+17,1.932861e+08,2.172009e+16,3.100507e+09,4.427916e+08,-4.837059e+17,-6.253858e+16,-4.317648e+17,6.651906e+08,3.912058e+17,5.006763e+09,1.571850e+09,3.115166e+18,1.834100e+17,1.717932e+18,2,72
5.896334e+07,1.737520e+15,7.903910e+09,1.039270e+10,9.414439e+19,4.103369e+17,1.121787e+20,9.526944e+06,6.143534e+13,3.422354e+07,7.967570e+06,1.159660e+14,1.955574e+13,1.627875e+14,5.115310e+07,2.464711e+15,9.071636e+09,9.599481e+09,8.956609e+19,4.757788e+17,-1.457000e+19,0,48
1.431790e+08,1.600173e+16,4.295860e+09,6.752390e+09,3.636411e+19,8.509284e+17,3.859345e+19,1.079962e+07,3.837146e+13,1.357130e+07,2.105860e+06,-1.072492e+13,-1.301744e+13,-9.959269e+12,1.371216e+08,1.809164e+16,6.462346e+09,6.026407e+09,3.760469e+19,7.760835e+17,-5.345613e+18,0,99
7.948906e+07,5.378740e+15,2.844548e+10,2.915539e+10,8.395621e+20,2.138251e+18,8.007520e+20,3.820645e+06,5.650320e+12,1.240753e+06,5.007988e+05,3.738788e+11,8.675737e+11,2.845516e+11,7.711363e+07,5.740546e+15,2.918165e+10,2.895057e+10,8.414725e+20,2.182727e+18,-5.611518e+19,0,100
8.339485e+07,4.106085e+15,9.758172e+09,1.030198e+10,1.032880e+20,6.594234e+17,8.661532e+19,1.097722e+07,7.074126e+13,8.126882e+07,6.613919e+06,-1.533174e+14,-5.551233e+13,-1.591518e+14,7.499440e+07,5.246497e+15,1.057611e+10,1.041295e+10,1.092629e+20,7.412010e+17,-2.093005e+19,2,60
1.394256e+08,6.699172e+15,1.529029e+10,3.453584e+10,7.673150e+20,2.826536e+18,8.780308e+20,3.105437e+07,7.174932e+14,5.316959e+08,1.538938e+08,3.280904e+16,1.465648e+15,2.003402e+16,1.126524e+08,1.175102e+16,2.835489e+10,2.924057e+10,8.419601e+20,3.151414e+18,-9.169060e+19,0,23
1.384324e+08,7.250336e+15,1.488754e+10,1.442397e+10,2.105263e+20,1.227081e+18,2.355963e+20,2.890911e+07,5.951341e+14,1.772977e+08,3.006948e+07,-3.800356e+14,-3.453904e+14,3.751056e+13,1.140413e+08,1.199580e+16,1.398170e+10,1.484271e+10,2.138195e+20,1.615692e+18,-3.038333e+19,0,49
2.995817e+07,4.353865e+14,3.221960e+09,2.010543e+09,5.116411e+18,4.191399e+16,4.264781e+18,5.333194e+06,1.432033e+13,1.820312e+07,1.008508e+06,1.006245e+11,-1.247742e+12,1.099548e+12,2.617778e+07,6.240259e+14,1.894614e+09,2.401507e+09,5.118878e+18,5.919104e+16,4.052975e+16,0,94
1.287322e+08,7.981287e+15,2.539060e+09,1.910767e+09,4.158068e+18,1.685870e+17,5.281485e+18,2.285807e+07,2.752331e+14,2.891251e+08,3.990925e+07,-2.293786e+15,-4.956432e+14,-1.668747e+15,1.121450e+08,1.120934e+16,7.114930e+09,2.666221e+09,1.049353e+19,1.542302e+17,4.235966e+18,1,38
6.032882e+07,2.022543e+15,1.474564e+09,1.987969e+09,3.392461e+18,8.775823e+16,3.746315e+18,8.688808e+06,4.582647e+13,4.849080e+07,7.625242e+06,-5.021600e+12,-1.967487e+13,1.552840e+12,5.361278e+07,2.682234e+15,2.401522e+09,1.943101e+09,4.194192e+18,8.973187e+16,-7.677416e+17,3,92
1.820362e+08,1.058732e+16,2.381198e+08,4.483145e+09,4.242241e+18,4.582449e+17,6.230589e+18,4.589556e+07,1.123092e+15,6.786232e+08,7.754802e+07,-1.766937e+16,-2.579716e+15,-1.665180e+16,1.485255e+08,1.856551e+16,4.097509e+09,3.365594e+09,1.249703e+19,3.887668e+17,-2.835698e+17,3,81
1.373624e+08,7.782745e+15,6.461284e+08,7.056391e+08,4.451393e+17,6.027834e+16,4.025060e+17,2.693837e+07,5.096136e+14,2.449424e+08,3.364378e+07,-1.152566e+15,-4.722805e+14,-8.544862e+14,1.147922e+08,1.235324e+16,5.504068e+08,7.448375e+08,4.767928e+17,8.042685e+16,-6.857975e+16,0,88
1.649137e+08,7.393358e+15,7.786668e+09,4.220598e+10,7.615514e+20,3.599950e+18,6.325978e+20,4.329425e+07,1.358220e+15,4.334686e+08,3.116972e+07,-3.433325e+15,-1.126231e+15,-3.371100e+15,1.280596e+08,1.482955e+16,3.059448e+10,3.199348e+10,1.000432e+21,3.872648e+18,-1.654668e+20,1,81
1.163272e+08,8.137772e+15,2.407757e+10,3.182273e+10,8.801551e+20,2.866962e+18,9.129818e+20,1.470789e+07,1.303674e+14,3.804531e+07,6.420889e+06,9.834906e+13,5.342333e+13,1.084727e+14,1.049171e+08,1.040325e+16,2.823139e+10,3.027595e+10,8.849940e+20,3.078463e+18,9.555792e+18,1,69
1.287429e+08,9.413796e+15,1.371122e+08,4.934861e+08,-6.176554e+16,4.645867e+16,-1.646513e+16,2.004241e+07,1.365477e+14,1.399570e+08,1.516296e+07,-6.489983e+14,-1.711445e+14,-6.369173e+14,1.170624e+08,1.198638e+16,9.498299e+09,1.151944e+09,-2.403984e+18,-1.030791e+17,-1.324183e+18,0,54
2.077531e+08,1.151018e+16,6.646861e+09,1.208014e+10,1.081843e+20,1.290390e+18,1.111243e+20,5.869881e+07,1.780280e+15,1.041801e+09,1.202480e+08,-4.255970e+16,-5.070529e+15,-3.949987e+16,1.655641e+08,2.257866e+16,8.326352e+09,1.142819e+10,1.114737e+20,1.685136e+18,-9.852259e+18,1,56
1.136096e+08,7.745851e+15,2.195353e+10,3.344809e+10,9.062148e+20,2.937871e+18,9.781301e+20,1.464820e+07,1.225286e+14,1.114920e+08,1.524413e+07,-1.903627e+14,-1.195288e+14,-1.254147e+14,1.026551e+08,9.852008e+15,2.849197e+10,3.087993e+10,9.159576e+20,3.059894e+18,2.712598e+19,0,85
2.672815e+08,2.388481e+16,1.663687e+10,5.088613e+10,1.456320e+21,7.853445e+18,5.985977e+20,6.203105e+07,2.753226e+15,1.771550e+08,1.556789e+07,-1.998120e+14,-4.842529e+14,-5.300994e+13,2.148989e+08,4.347739e+16,3.661654e+10,4.007298e+10,1.535009e+21,8.343559e+18,3.279240e+20,3,47
1.312849e+06,1.457791e+12,3.203189e+08,3.858679e+08,1.356495e+17,4.637328e+14,1.100076e+17,1.416621e+05,3.276208e+09,9.433707e+05,6.682515e+04,-2.802627e+09,3.159025e+09,-4.225295e+09,1.349026e+06,1.628884e+12,4.719478e+08,3.487965e+08,1.414452e+17,4.339185e+14,4.826265e+16,0,58
3.005867e+08,2.773269e+16,1.518407e+08,6.458056e+08,1.711282e+17,9.718515e+16,1.093833e+17,7.926053e+07,3.060465e+15,1.275279e+09,1.554988e+08,-4.167327e+16,-6.417889e+15,-3.056601e+16,2.452965e+08,4.910787e+16,8.779992e+09,1.407449e+09,4.456854e+17,-1.130792e+17,1.132825e+18,2,54
8.487456e+06,5.940187e+13,2.629340e+09,2.666224e+09,7.059050e+18,2.043874e+16,6.707069e+18,5.483262e+05,6.562374e+10,2.141475e+05,2.646582e+04,2.417314e+08,6.590906e+09,2.634114e+07,8.239029e+06,6.356062e+13,2.637392e+09,2.716181e+09,7.269178e+18,2.108862e+16,-1.129101e+18,3,55
2.918176e+07,6.532894e+14,6.841208e+09,7.066463e+09,4.912946e+19,1.805041e+17,4.553396e+19,2.202328e+06,2.231589e+12,6.262239e+06,2.372882e+05,-1.472642e+11,-2.347008e+11,-1.294782e+11,2.769223e+07,7.297113e+14,7.451677e+09,7.226513e+09,5.302442e+19,1.923442e+17,-1.039517e+19,1,58
3.437941e+08,3.415925e+16,1.223766e+10,1.156585e+09,2.969969e+18,1.840016e+17,2.845539e+18,1.013952e+08,3.511429e+15,1.376731e+09,4.675516e+08,-1.676402e+17,-1.853791e+16,-2.192833e+17,2.853525e+08,6.661282e+16,2.124733e+10,7.686125e+09,8.224641e+19,9.789137e+17,8.780363e+19,0,2
1.398737e+08,7.533730e+15,2.456040e+09,1.145786e+10,5.754812e+19,9.916502e+17,1.023899e+19,3.012746e+07,5.695876e+14,2.044500e+08,2.233406e+07,-1.289413e+15,-4.838606e+14,-1.010683e+15,1.160121e+08,1.221637e+16,7.990222e+09,8.200701e+09,6.638061e+19,8.765914e+17,-1.042535e+19,1,46
6.414609e+07,2.784735e+15,2.085397e+10,1.735841e+10,3.302616e+20,9.147378e+17,3.468218e+20,6.220792e+06,2.669621e+13,7.387037e+06,4.756384e+05,-7.264283e+11,-2.174834e+12,-5.301865e+11,5.898191e+07,3.355551e+15,1.781913e+10,1.844872e+10,3.344873e+20,1.064137e+18,-3.617217e+19,0,101
2.172893e+08,7.573174e+15,1.268803e+09,3.866673e+09,8.096095e+18,3.361783e+17,1.027399e+19,7.192166e+07,3.543357e+15,1.386839e+09,2.041139e+08,-6.049962e+16,-8.362942e+15,-5.874977e+16,1.584371e+08,2.121264e+16,3.697604e+09,3.651097e+09,1.341510e+19,4.838027e+17,-6.773807e+17,0,43
4.504471e+07,1.326863e+15,6.141108e+09,3.339548e+09,1.510923e+19,1.216042e+17,1.450938e+19,6.156690e+06,6.784461e+12,6.537933e+07,5.549537e+06,-1.056863e+14,-1.445239e+13,-8.547256e+13,4.246609e+07,1.643136e+15,4.316605e+09,3.873588e+09,1.583904e+19,1.462254e+17,-1.755220e+18,0,42
1.559406e+08,1.101657e+16,4.866991e+09,1.072624e+10,7.720759e+19,1.125806e+18,5.346125e+19,3.054578e+07,4.528677e+14,3.890051e+08,4.676244e+07,-6.279563e+15,-9.906151e+14,-6.385080e+15,1.346801e+08,1.575037e+16,1.039316e+10,9.701674e+09,9.741884e+19,1.117209e+18,-1.687167e+19,2,93
6.433506e+07,3.502584e+15,6.880392e+10,7.004422e+10,4.862561e+21,4.145397e+18,4.920177e+21,3.060926e+06,4.429010e+12,3.211518e+06,1.855703e+05,-1.382421e+11,-3.738889e+11,-1.398549e+11,6.224215e+07,3.754637e+15,7.080521e+10,7.019559e+10,4.948763e+21,4.278972e+18,-6.545195e+20,0,103
8.792306e+07,5.447740e+15,1.915406e+09,2.305195e+09,4.820843e+18,1.660292e+17,3.801434e+18,8.512882e+06,4.266215e+13,4.366859e+07,6.447282e+06,-6.196301e+13,-3.367001e+13,-5.415384e+13,8.142474e+07,6.326253e+15,3.632431e+09,2.270607e+09,6.461204e+18,1.521827e+17,-9.760054e+17,2,85
1.711524e+08,9.136884e+15,2.165958e+09,1.144995e+09,-1.779432e+18,1.090741e+17,-1.834165e+18,4.175251e+07,1.152580e+15,3.242282e+08,3.281455e+07,-1.523921e+15,-7.526182e+14,-1.318678e+15,1.372121e+08,1.694459e+16,1.195318e+09,3.127511e+08,1.572282e+17,9.479700e+15,1.132429e+17,1,77
2.581622e+08,1.484241e+16,1.553902e+09,6.729403e+09,2.134215e+19,8.041403e+17,2.812919e+19,7.443647e+07,3.837220e+15,7.780079e+08,7.643821e+07,-1.402684e+16,-4.162702e+15,-1.405584e+16,1.962179e+08,3.413727e+16,4.038132e+09,5.192437e+09,2.373873e+19,9.424179e+17,-2.356067e+18,1,91
4.927277e+08,6.310062e+16,2.881114e+08,1.793631e+10,3.635935e+19,4.474984e+18,5.574773e+19,1.473999e+08,8.927924e+15,1.318280e+09,1.526797e+08,-1.158590e+16,-7.268820e+15,-3.915999e+15,3.982821e+08,1.305183e+17,8.179486e+09,1.159671e+10,1.128167e+20,3.972151e+18,-3.913901e+18,2,87
2.143601e+08,1.211398e+16,3.555139e+09,1.560425e+10,1.161981e+20,1.717082e+18,1.295795e+20,5.679838e+07,2.294884e+15,1.119924e+09,1.399480e+08,-4.006940e+16,-5.727379e+15,-3.987608e+16,1.664554e+08,2.484390e+16,1.111322e+10,1.222233e+10,1.424438e+20,1.895695e+18,-2.385486e+19,1,43
2.181233e+08,2.814777e+16,1.655125e+09,6.631676e+08,4.282697e+17,4.087293e+16,-1.095214e+17,2.784025e+07,5.283691e+14,1.079371e+08,2.225917e+07,4.709210e+14,3.859023e+12,8.875357e+14,1.951668e+08,3.677938e+16,5.948707e+08,5.821983e+08,3.426192e+17,1.036606e+17,-7.179615e+16,3,88
4.277128e+07,1.188143e+15,2.706687e+09,1.847896e+09,4.118538e+18,6.324574e+16,3.903013e+18,5.364633e+06,9.042442e+12,2.600139e+07,1.874135e+06,-3.151670e+12,-1.952454e+12,-2.290749e+11,3.981565e+07,1.408905e+15,1.664285e+09,2.288754e+09,4.448099e+18,8.273429e+16,-7.053257e+17,1,45
2.238605e+07,4.383175e+14,5.708889e+09,6.570519e+09,4.023509e+19,1.358872e+17,1.839375e+19,1.216278e+06,1.395252e+11,3.326589e+05,2.558540e+05,2.738940e+10,9.556508e+10,-1.074659e+09,2.201253e+07,4.575705e+14,7.514496e+09,5.889839e+09,3.916441e+19,1.160862e+17,-8.702737e+18,3,102
6.379187e+07,2.842552e+15,6.985577e+09,5.065433e+09,3.005395e+19,2.699576e+17,2.551435e+19,6.571060e+06,1.778033e+13,8.430517e+06,1.201880e+06,3.811871e+12,2.933975e+12,2.900895e+12,5.959310e+07,3.289648e+15,4.916111e+09,5.696061e+09,3.013004e+19,3.239916e+17,-2.381988e+18,0,52
3.926376e+07,5.828532e+14,7.409003e+09,1.621899e+10,1.774238e+20,3.868355e+17,1.683539e+20,9.745002e+06,3.212569e+13,3.341970e+08,2.587572e+07,-1.930624e+15,-1.348748e+14,-1.940206e+15,3.362679e+07,8.890934e+14,1.429988e+10,1.529578e+10,2.256576e+20,4.487242e+17,-3.422431e+19,1,53
3.017948e+08,3.664379e+16,7.584983e+09,1.617053e+10,1.784580e+20,3.094686e+18,1.544948e+20,6.374840e+07,2.282613e+15,5.942866e+08,6.985821e+07,-5.566602e+15,-2.126500e+15,-2.536581e+15,2.540264e+08,5.679540e+16,1.399226e+10,1.458937e+10,2.083457e+20,3.312996e+18,-3.989181e+19,1,34
3.110649e+08,4.949522e+16,1.716222e+07,3.713896e+08,-3.476031e+15,7.439896e+16,-1.370925e+15,4.763051e+07,1.683393e+15,1.046122e+08,2.046128e+07,2.839748e+14,-1.388013e+14,3.582974e+14,2.700415e+08,6.956928e+16,1.006581e+09,2.800547e+08,1.113364e+17,2.613303e+16,1.856461e+17,1,100
3.060444e+08,3.127987e+16,3.955542e+09,9.051581e+09,5.398930e+19,1.525028e+18,6.174600e+19,7.666964e+07,2.885986e+15,1.198886e+09,1.984956e+08,-9.440481e+14,-3.291512e+15,6.028152e+15,2.531051e+08,5.494231e+16,5.667324e+09,7.584468e+09,4.972493e+19,1.706267e+18,-5.065454e+18,1,93
2.894348e+08,2.937042e+16,1.410347e+10,3.858285e+10,8.996373e+20,6.562308e+18,1.066300e+21,7.065563e+07,2.251786e+15,4.457011e+08,2.533109e+07,1.562527e+15,8.818989e+12,2.095465e+15,2.419959e+08,5.261984e+16,2.785430e+10,3.483922e+10,1.085268e+21,7.991753e+18,6.388711e+20,2,73
