subject,crop,x,y,z,distance,angle
bs047_N_N_1,20,11.972005,16.985039,-28.156656,23.12,55
bs047_N_N_1,20,11.146758,17.309412,-25.806183,22.02,57.5
bs047_N_N_1,20,9.971311,17.190796,-21.791174,22.31,60
bs047_N_N_1,20,9.372836,17.311609,-19.878712,19.99,62.5
bs047_N_N_1,20,8.690414,17.748047,-18.618641,21,65
bs047_N_N_1,20,7.913771,18.044804,-16.566931,20.88,67.5
bs047_N_N_1,20,6.690812,18.129471,-13.736175,20.5,70
bs047_N_N_1,20,5.339155,19.466703,-12.899650,22.23,72.5
bs047_N_N_1,20,5.339155,19.466703,-12.899650,22.23,75
bs047_N_N_1,20,4.162214,20.080137,-11.977751,22.27,77.5
bs047_N_N_1,20,4.162214,20.080137,-11.977751,22.27,80
bs047_N_N_1,20,2.466166,20.400030,-11.273835,21.94,82.5
bs047_N_N_1,20,2.140032,19.445385,-10.298244,20.53,85
bs047_N_N_1,20,0.231135,19.351458,-9.972774,21.65,87.5
bs047_N_N_1,20,0.071158,20.443378,-10.788331,20.76,90
bs047_N_N_1,20,0.071158,20.443378,-10.788331,20.76,92.5
bs047_N_N_1,20,-2.368670,20.085863,-10.859229,20.58,95
bs047_N_N_1,20,-2.368670,20.085863,-10.859229,20.58,97.5
bs047_N_N_1,20,-4.385899,19.378531,-11.598718,21.69,100
bs047_N_N_1,20,-4.385899,19.378531,-11.598718,21.69,102.5
bs047_N_N_1,20,-5.344972,19.974413,-12.810821,22.8,105
bs047_N_N_1,20,-6.612824,19.085720,-13.527686,22.91,107.5
bs047_N_N_1,20,-6.612824,19.085720,-13.527686,22.91,110
bs047_N_N_1,20,-7.824615,19.022095,-15.398040,24.71,112.5
bs047_N_N_1,20,-7.999983,17.508394,-14.559722,22.81,115
bs047_N_N_1,20,-9.288912,18.755074,-17.473572,24.72,117.5
bs047_N_N_1,20,-10.549077,18.303232,-19.601589,26.44,120
bs047_N_N_1,20,-10.909111,16.556715,-18.874382,23.2,122.5
bs047_N_N_1,20,-10.909111,16.556715,-18.874382,23.2,125
bs047_N_N_1,20,-12.509131,15.845469,-21.253275,22.74,127.5
bs047_N_N_1,20,-12.509131,15.845469,-21.253275,22.74,130
bs047_N_N_1,20,-14.061369,15.011704,-23.467510,23.31,132.5
bs047_N_N_1,20,-14.061369,15.011704,-23.467510,23.31,135
bs047_N_N_1,20,-14.574497,12.944025,-23.084545,21.93,137.5
bs047_N_N_1,20,-15.459123,13.300816,-25.142845,22.48,140
bs047_N_N_1,20,-16.218380,11.997683,-25.765558,25.25,142.5
bs047_N_N_1,20,-16.218380,11.997683,-25.765558,25.25,145
bs047_N_N_1,20,-17.419893,10.227032,-26.972181,21.92,147.5
bs047_N_N_1,20,-17.419893,10.227032,-26.972181,21.92,150
bs047_N_N_1,20,-17.419893,10.227032,-26.972181,21.92,152.5
bs047_N_N_1,20,-17.669287,7.829362,-27.059973,23.38,155
bs047_N_N_1,20,-17.669287,7.829362,-27.059973,23.38,157.5
bs047_N_N_1,20,-19.464462,7.574137,-28.733761,23.89,160
bs047_N_N_1,20,-19.255512,5.252534,-28.218954,24.98,162.5
bs047_N_N_1,20,-19.255512,5.252534,-28.218954,24.98,165
bs047_N_N_1,20,-19.255512,5.252534,-28.218954,24.98,167.5
bs047_N_N_1,20,-19.285097,3.357951,-28.090511,24.25,170
bs047_N_N_1,20,-19.523802,1.827862,-27.813669,21.83,172.5
bs047_N_N_1,20,-19.523802,1.827862,-27.813669,21.83,175
bs047_N_N_1,20,-19.523802,1.827862,-27.813669,21.83,177.5
bs047_N_N_1,20,-19.396528,-0.115515,-25.907021,23.64,180
bs047_N_N_1,40,38.887215,-0.263179,-38.045330,42.4,0
bs047_N_N_1,40,40.214928,1.726573,-39.514484,44,2.5
bs047_N_N_1,40,40.705471,4.009182,-40.898632,45.5,5
bs047_N_N_1,40,38.864033,4.511427,-40.192463,45.52,7.5
bs047_N_N_1,40,40.465832,6.308211,-41.601269,47.41,10
bs047_N_N_1,40,40.124802,8.328041,-42.496647,49.29,12.5
bs047_N_N_1,40,37.544350,10.272107,-42.523468,42.8,15
bs047_N_N_1,40,37.791180,11.302674,-42.977303,44.46,17.5
bs047_N_N_1,40,37.408714,12.955133,-43.805702,45.12,20
bs047_N_N_1,40,37.074062,15.094898,-44.868134,45.64,22.5
bs047_N_N_1,40,36.225536,16.663977,-45.434959,46.09,25
bs047_N_N_1,40,34.698601,19.172483,-45.824306,49.5,27.5
bs047_N_N_1,40,34.698601,19.172483,-45.824306,49.5,30
bs047_N_N_1,40,33.749485,21.780039,-45.421883,51,32.5
bs047_N_N_1,40,32.752907,23.551493,-44.209625,52.18,35
bs047_N_N_1,40,31.871292,24.458801,-43.175262,53.36,37.5
bs047_N_N_1,40,30.252853,25.995443,-42.132698,46.67,40
bs047_N_N_1,40,30.252853,25.995443,-42.132698,46.67,42.5
bs047_N_N_1,40,27.728874,28.193073,-41.828659,44.27,45
bs047_N_N_1,40,27.463350,30.465818,-42.923035,46.24,47.5
bs047_N_N_1,40,25.120646,30.301865,-42.532120,45.54,50
bs047_N_N_1,40,24.256975,32.274422,-41.841209,48.53,52.5
bs047_N_N_1,40,22.938501,32.472122,-42.870934,47.28,55
bs047_N_N_1,40,20.629435,34.124271,-44.559879,47.05,57.5
bs047_N_N_1,40,20.629435,34.124271,-44.559879,47.05,60
bs047_N_N_1,40,18.156460,35.946175,-44.092213,47.3,62.5
bs047_N_N_1,40,15.873817,35.984295,-44.101151,48.33,65
bs047_N_N_1,40,15.873817,35.984295,-44.101151,48.33,67.5
bs047_N_N_1,40,13.172329,37.871235,-44.665955,44.61,70
bs047_N_N_1,40,11.024956,37.558727,-43.671211,44.96,72.5
bs047_N_N_1,40,10.590861,38.660316,-42.340233,46.38,75
bs047_N_N_1,40,8.099453,38.700630,-39.649109,48.95,77.5
bs047_N_N_1,40,7.425344,39.566345,-38.046429,47.15,80
bs047_N_N_1,40,4.808160,38.968075,-33.107353,46.9,82.5
bs047_N_N_1,40,3.665667,40.561737,-31.791008,49.69,85
bs047_N_N_1,40,1.155676,40.541763,-29.610346,45.63,87.5
bs047_N_N_1,40,-1.108476,40.404919,-28.756168,44.55,90
bs047_N_N_1,40,-1.108476,40.404919,-28.756168,44.55,92.5
bs047_N_N_1,40,-3.467446,40.610920,-28.542706,46.03,95
bs047_N_N_1,40,-5.973445,40.230072,-28.995533,44.67,97.5
bs047_N_N_1,40,-5.973445,40.230072,-28.995533,44.67,100
bs047_N_N_1,40,-8.438016,39.653896,-30.245264,46.97,102.5
bs047_N_N_1,40,-10.710418,39.280201,-32.167259,48.96,105
bs047_N_N_1,40,-12.228467,36.826511,-34.951584,42.48,107.5
bs047_N_N_1,40,-13.618292,38.269447,-36.018726,44.84,110
bs047_N_N_1,40,-15.399383,36.321487,-38.902851,47.14,112.5
bs047_N_N_1,40,-17.131231,36.933235,-39.730618,47.93,115
bs047_N_N_1,40,-18.691057,35.234035,-42.474545,48.3,117.5
bs047_N_N_1,40,-19.664114,34.095810,-42.392094,46.3,120
bs047_N_N_1,40,-20.458214,33.544514,-40.601421,47.9,122.5
bs047_N_N_1,40,-22.541645,33.316044,-40.241257,46.61,125
bs047_N_N_1,40,-24.587158,32.313320,-41.023605,46.42,127.5
bs047_N_N_1,40,-25.694817,31.064537,-40.905449,46.29,130
bs047_N_N_1,40,-26.153217,29.629015,-38.933598,46.1,132.5
bs047_N_N_1,40,-28.283125,28.428341,-37.353310,44.99,135
bs047_N_N_1,40,-30.442650,26.758501,-36.383495,43.16,137.5
bs047_N_N_1,40,-30.442650,26.758501,-36.383495,43.16,140
bs047_N_N_1,40,-32.687218,24.232199,-36.274902,49.95,142.5
bs047_N_N_1,40,-32.663136,22.595470,-36.838715,46.47,145
bs047_N_N_1,40,-32.638786,21.374506,-37.194420,50.14,147.5
bs047_N_N_1,40,-34.762070,19.328733,-37.489983,43.95,150
bs047_N_N_1,40,-34.762070,19.328733,-37.489983,43.95,152.5
bs047_N_N_1,40,-36.837749,16.666906,-37.529732,49.56,155
bs047_N_N_1,40,-36.633778,14.722437,-37.068501,47.61,157.5
bs047_N_N_1,40,-38.466969,12.616438,-36.919235,47.65,160
bs047_N_N_1,40,-38.466969,12.616438,-36.919235,47.65,162.5
bs047_N_N_1,40,-38.159145,10.330177,-35.916363,46.61,165
bs047_N_N_1,40,-38.345448,8.779118,-35.129787,46.01,167.5
bs047_N_N_1,40,-40.025307,7.414013,-34.546074,49.33,170
bs047_N_N_1,40,-39.956764,5.561328,-33.786343,47.86,172.5
bs047_N_N_1,40,-39.765656,3.366859,-32.827297,44.99,175
bs047_N_N_1,40,-39.968616,1.457382,-32.121651,45.61,177.5
bs047_N_N_1,40,-39.556946,-0.549000,-31.193319,44.69,180
bs047_N_N_1,60,57.886971,-0.191559,-54.011673,62.38,0
bs047_N_N_1,60,57.718872,2.210372,-54.116848,61.81,2.5
bs047_N_N_1,60,57.258175,4.481382,-54.275520,63.28,5
bs047_N_N_1,60,56.985924,8.278103,-55.440662,66.45,7.5
bs047_N_N_1,60,56.985924,8.278103,-55.440662,66.45,10
bs047_N_N_1,60,55.252655,10.943174,-54.878471,65.85,12.5
bs047_N_N_1,60,54.189331,15.502523,-56.866760,63.56,15
bs047_N_N_1,60,54.189331,15.502523,-56.866760,63.56,17.5
bs047_N_N_1,60,51.709293,19.456446,-57.486126,64.02,20
bs047_N_N_1,60,51.709293,19.456446,-57.486126,64.02,22.5
bs047_N_N_1,60,48.907600,23.637465,-57.611538,62.95,25
bs047_N_N_1,60,48.663475,25.958807,-58.261131,65.58,27.5
bs047_N_N_1,60,48.663475,25.958807,-58.261131,65.58,30
bs047_N_N_1,60,46.389462,32.788818,-55.825890,71.16,32.5
bs047_N_N_1,60,46.365143,34.036377,-55.188828,71.5,35
bs047_N_N_1,60,46.493095,37.072109,-52.048435,78.33,37.5
bs047_N_N_1,60,46.564823,38.435421,-50.319798,79.41,40
bs047_N_N_1,60,44.616817,40.233883,-47.431770,71.44,42.5
bs047_N_N_1,60,42.530643,42.510357,-44.695171,68.39,45
bs047_N_N_1,60,40.247971,44.575153,-42.319481,71.64,47.5
bs047_N_N_1,60,37.775860,45.377987,-40.927757,70.77,50
bs047_N_N_1,60,36.222164,47.765354,-38.498089,70.7,52.5
bs047_N_N_1,60,34.250973,48.858089,-37.221634,70.82,55
bs047_N_N_1,60,32.001766,51.707466,-35.156593,73.69,57.5
bs047_N_N_1,60,30.970352,52.020355,-34.361900,74.62,60
bs047_N_N_1,60,27.515448,54.048752,-32.598732,73.5,62.5
bs047_N_N_1,60,25.321503,54.006023,-30.790218,72.3,65
bs047_N_N_1,60,22.792889,56.130016,-31.461828,73.97,67.5
bs047_N_N_1,60,20.504614,55.998077,-30.904942,73.12,70
bs047_N_N_1,60,18.108299,57.859188,-30.294638,70.81,72.5
bs047_N_N_1,60,15.838817,57.747986,-29.548172,68.95,75
bs047_N_N_1,60,13.382124,59.575390,-29.288422,72.37,77.5
bs047_N_N_1,60,11.065196,59.423508,-29.031744,76.69,80
bs047_N_N_1,60,8.744338,59.278236,-28.769018,73.77,82.5
bs047_N_N_1,60,5.588680,59.871830,-28.447346,66.63,85
bs047_N_N_1,60,2.213450,60.660385,-28.000257,68.31,87.5
bs047_N_N_1,60,-0.048591,61.025768,-27.676809,67.86,90
bs047_N_N_1,60,-2.263958,61.004475,-27.355316,66.62,92.5
bs047_N_N_1,60,-4.579606,60.870747,-27.141525,66.87,95
bs047_N_N_1,60,-6.895562,60.720764,-26.869080,65.43,97.5
bs047_N_N_1,60,-11.355759,58.050812,-26.239735,68.41,100
bs047_N_N_1,60,-13.301658,57.903072,-26.105528,70.55,102.5
bs047_N_N_1,60,-15.246812,57.755592,-25.965137,70.27,105
bs047_N_N_1,60,-18.152975,57.332546,-25.812532,65.9,107.5
bs047_N_N_1,60,-19.926004,57.392307,-25.736719,66.34,110
bs047_N_N_1,60,-22.117146,55.544315,-25.779013,70,112.5
bs047_N_N_1,60,-24.652636,55.041222,-26.100277,70.15,115
bs047_N_N_1,60,-28.484442,52.830978,-25.388767,70.8,117.5
bs047_N_N_1,60,-30.964190,52.627720,-25.720757,73.03,120
bs047_N_N_1,60,-33.393204,50.091690,-26.786030,76.89,122.5
bs047_N_N_1,60,-33.393204,50.091690,-26.786030,76.89,125
bs047_N_N_1,60,-36.841305,48.218044,-29.572910,74.19,127.5
bs047_N_N_1,60,-37.651241,45.719513,-31.380377,73.42,130
bs047_N_N_1,60,-40.088146,44.259983,-32.624496,71.79,132.5
bs047_N_N_1,60,-42.473289,42.833145,-33.297817,70.29,135
bs047_N_N_1,60,-44.896111,40.190575,-34.967514,70.97,137.5
bs047_N_N_1,60,-44.911633,38.946430,-35.741341,70.66,140
bs047_N_N_1,60,-47.873840,36.055511,-37.609249,74.86,142.5
bs047_N_N_1,60,-48.896034,34.090298,-38.307343,68.73,145
bs047_N_N_1,60,-50.672714,32.190533,-40.538822,75.71,147.5
bs047_N_N_1,60,-52.237076,30.505424,-42.933388,79.22,150
bs047_N_N_1,60,-54.131203,26.663473,-45.601032,70.67,152.5
bs047_N_N_1,60,-55.123108,25.551098,-46.692291,69.5,155
bs047_N_N_1,60,-54.686268,23.797297,-46.757690,68.56,157.5
bs047_N_N_1,60,-56.172516,21.326227,-47.653152,74.55,160
bs047_N_N_1,60,-56.188091,18.895004,-46.974495,69.24,162.5
bs047_N_N_1,60,-57.955219,14.913626,-46.491154,70.59,165
bs047_N_N_1,60,-58.232281,12.749519,-45.545692,69.64,167.5
bs047_N_N_1,60,-58.689457,11.015377,-45.010803,73.28,170
bs047_N_N_1,60,-59.411449,7.738431,-43.667679,68.51,172.5
bs047_N_N_1,60,-59.239914,5.595169,-42.803226,65.55,175
bs047_N_N_1,60,-60.368851,3.467113,-43.255993,66.39,177.5
bs047_N_N_1,60,-60.390327,-0.851699,-42.378429,66.09,180
bs047_N_N_2,20,19.909163,0.608059,-32.873589,18.3,0
bs047_N_N_2,20,19.909163,0.608059,-32.873589,18.3,2.5
bs047_N_N_2,20,19.909163,0.608059,-32.873589,18.3,5
bs047_N_N_2,20,19.791098,2.945281,-32.947529,18.5,7.5
bs047_N_N_2,20,19.791098,2.945281,-32.947529,18.5,10
bs047_N_N_2,20,19.654758,5.254303,-33.156548,20.93,12.5
bs047_N_N_2,20,19.654758,5.254303,-33.156548,20.93,15
bs047_N_N_2,20,19.654758,5.254303,-33.156548,20.93,17.5
bs047_N_N_2,20,19.471952,7.518317,-33.826866,24.05,20
bs047_N_N_2,20,17.800898,7.654671,-32.747841,20.11,22.5
bs047_N_N_2,20,17.800898,7.654671,-32.747841,20.11,25
bs047_N_N_2,20,17.417877,9.730802,-33.250565,22.5,27.5
bs047_N_N_2,20,17.417877,9.730802,-33.250565,22.5,30
bs047_N_N_2,20,16.178953,11.239341,-32.684811,20.79,32.5
bs047_N_N_2,20,16.178953,11.239341,-32.684811,20.79,35
bs047_N_N_2,20,15.026987,11.989109,-31.861940,21.73,37.5
bs047_N_N_2,20,15.026987,11.989109,-31.861940,21.73,40
bs047_N_N_2,20,14.499028,13.895451,-32.063004,25.53,42.5
bs047_N_N_2,20,13.775690,14.271146,-31.404793,25.5,45
bs047_N_N_2,20,13.187695,14.373407,-29.333344,23.69,47.5
bs047_N_N_2,20,12.572303,14.481301,-27.367620,19.63,50
bs047_N_N_2,20,12.609683,16.519222,-29.338604,24.52,52.5
bs047_N_N_2,20,11.074759,16.899412,-24.908604,22.45,55
bs047_N_N_2,20,11.074759,16.899412,-24.908604,22.45,57.5
bs047_N_N_2,20,9.749617,17.843117,-21.635406,24.67,60
bs047_N_N_2,20,9.749617,17.843117,-21.635406,24.67,62.5
bs047_N_N_2,20,7.946431,18.213749,-16.744598,25.72,65
bs047_N_N_2,20,7.946431,18.213749,-16.744598,25.72,67.5
bs047_N_N_2,20,6.693904,18.409010,-14.220886,25.52,70
bs047_N_N_2,20,5.489812,19.344320,-12.859796,21.58,72.5
bs047_N_N_2,20,5.489812,19.344320,-12.859796,21.58,75
bs047_N_N_2,20,4.677052,18.956158,-11.381503,20.68,77.5
bs047_N_N_2,20,3.314365,19.531847,-10.469823,20.97,80
bs047_N_N_2,20,3.314365,19.531847,-10.469823,20.97,82.5
bs047_N_N_2,20,0.926724,19.959127,-9.786535,22.13,85
bs047_N_N_2,20,0.926724,19.959127,-9.786535,22.13,87.5
bs047_N_N_2,20,0.926724,19.959127,-9.786535,22.13,90
bs047_N_N_2,20,-1.535826,19.550299,-9.644081,21.16,92.5
bs047_N_N_2,20,-1.535826,19.550299,-9.644081,21.16,95
bs047_N_N_2,20,-3.143309,20.368650,-11.153912,22.92,97.5
bs047_N_N_2,20,-3.143309,20.368650,-11.153912,22.92,100
bs047_N_N_2,20,-4.660644,19.530029,-11.131577,22.56,102.5
bs047_N_N_2,20,-4.660644,19.530029,-11.131577,22.56,105
bs047_N_N_2,20,-6.242866,18.608580,-11.800681,23.03,107.5
bs047_N_N_2,20,-7.226305,19.147055,-13.451071,25.7,110
bs047_N_N_2,20,-8.233609,18.054485,-14.221109,22.81,112.5
bs047_N_N_2,20,-8.233609,18.054485,-14.221109,22.81,115
bs047_N_N_2,20,-9.886620,17.865305,-17.112158,26.15,117.5
bs047_N_N_2,20,-9.886620,17.865305,-17.112158,26.15,120
bs047_N_N_2,20,-10.899589,16.182400,-17.971806,26.91,122.5
bs047_N_N_2,20,-11.592317,16.380714,-19.876808,28.85,125
bs047_N_N_2,20,-12.402018,15.482555,-20.808308,25.25,127.5
bs047_N_N_2,20,-13.073602,15.703247,-22.350416,25.96,130
bs047_N_N_2,20,-13.073602,15.703247,-22.350416,25.96,132.5
bs047_N_N_2,20,-14.218973,13.534846,-24.266167,25.9,135
bs047_N_N_2,20,-14.218973,13.534846,-24.266167,25.9,137.5
bs047_N_N_2,20,-15.896840,12.736476,-26.593578,23.72,140
bs047_N_N_2,20,-15.896840,12.736476,-26.593578,23.72,142.5
bs047_N_N_2,20,-16.352272,11.051399,-25.864204,23.92,145
bs047_N_N_2,20,-16.352272,11.051399,-25.864204,23.92,147.5
bs047_N_N_2,20,-17.452707,9.964958,-26.961637,23.5,150
bs047_N_N_2,20,-17.452707,9.964958,-26.961637,23.5,152.5
bs047_N_N_2,20,-18.618582,7.841874,-28.050331,24.72,155
bs047_N_N_2,20,-18.618582,7.841874,-28.050331,24.72,157.5
bs047_N_N_2,20,-18.618582,7.841874,-28.050331,24.72,160
bs047_N_N_2,20,-18.693804,5.719642,-28.002417,23.76,162.5
bs047_N_N_2,20,-18.693804,5.719642,-28.002417,23.76,165
bs047_N_N_2,20,-18.730341,3.254317,-27.806156,23.08,167.5
bs047_N_N_2,20,-20.481230,2.933565,-29.822472,24.86,170
bs047_N_N_2,20,-20.481230,2.933565,-29.822472,24.86,172.5
bs047_N_N_2,20,-20.344437,0.652555,-29.630798,24.53,175
bs047_N_N_2,20,-20.344437,0.652555,-29.630798,24.53,177.5
bs047_N_N_2,20,-20.344437,0.652555,-29.630798,24.53,180
bs047_N_N_2,40,40.600166,-0.633010,-38.700729,39.43,0
bs047_N_N_2,40,39.777611,1.341447,-39.033955,40.34,2.5
bs047_N_N_2,40,39.496353,3.496849,-39.856476,42.45,5
bs047_N_N_2,40,39.313049,5.776543,-40.594414,39.43,7.5
bs047_N_N_2,40,38.779472,7.674551,-41.067745,41.54,10
bs047_N_N_2,40,39.399818,8.352121,-41.745514,43.89,12.5
bs047_N_N_2,40,38.932159,10.325199,-42.196602,42.31,15
bs047_N_N_2,40,38.688866,12.573206,-43.333279,43,17.5
bs047_N_N_2,40,37.995728,14.319366,-43.927010,45.8,20
bs047_N_N_2,40,36.840435,15.535303,-44.144802,49.09,22.5
bs047_N_N_2,40,36.102764,16.714052,-44.428661,43.23,25
bs047_N_N_2,40,35.731945,18.497328,-45.405895,44.27,27.5
bs047_N_N_2,40,35.498962,20.763494,-46.318707,45.7,30
bs047_N_N_2,40,33.599709,20.669062,-45.551983,43.58,32.5
bs047_N_N_2,40,33.454758,23.001486,-45.417068,46.86,35
bs047_N_N_2,40,31.448030,25.301626,-43.752693,50.3,37.5
bs047_N_N_2,40,31.448030,25.301626,-43.752693,50.3,40
bs047_N_N_2,40,29.224939,27.714428,-42.463192,48.37,42.5
bs047_N_N_2,40,28.308397,27.235529,-41.682644,47.34,45
bs047_N_N_2,40,26.608624,29.919704,-41.260685,50.24,47.5
bs047_N_N_2,40,26.608624,29.919704,-41.260685,50.24,50
bs047_N_N_2,40,23.850183,31.698774,-43.480450,48.88,52.5
bs047_N_N_2,40,24.227829,32.669018,-44.513943,49.92,55
bs047_N_N_2,40,20.979622,34.014252,-44.906303,47.98,57.5
bs047_N_N_2,40,20.979622,34.014252,-44.906303,47.98,60
bs047_N_N_2,40,18.936443,35.876709,-44.844131,49.71,62.5
bs047_N_N_2,40,17.041937,36.247547,-43.522732,52.61,65
bs047_N_N_2,40,14.829789,37.512726,-44.535065,52.55,67.5
bs047_N_N_2,40,14.829789,37.512726,-44.535065,52.55,70
bs047_N_N_2,40,12.498613,37.397980,-45.366501,50.45,72.5
bs047_N_N_2,40,10.938686,38.977356,-43.989243,50.37,75
bs047_N_N_2,40,8.728991,38.976139,-41.948395,44.86,77.5
bs047_N_N_2,40,6.063768,38.989677,-38.038979,49.66,80
bs047_N_N_2,40,4.843822,40.242470,-34.680897,49.89,82.5
bs047_N_N_2,40,2.893811,39.892841,-31.600214,45.71,85
bs047_N_N_2,40,2.045480,40.810768,-30.770653,46.24,87.5
bs047_N_N_2,40,-0.079381,40.720093,-29.735193,45.56,90
bs047_N_N_2,40,-2.246000,40.779366,-29.112848,47.37,92.5
bs047_N_N_2,40,-3.796937,39.864208,-28.677919,45.6,95
bs047_N_N_2,40,-5.014162,38.780491,-28.669529,44.88,97.5
bs047_N_N_2,40,-6.998595,40.384777,-29.942360,49.23,100
bs047_N_N_2,40,-9.048860,39.805866,-31.315855,51.78,102.5
bs047_N_N_2,40,-10.596642,39.449287,-32.084717,48.02,105
bs047_N_N_2,40,-11.702695,39.004803,-32.780636,47.9,107.5
bs047_N_N_2,40,-12.999080,37.371181,-36.328125,50.39,110
bs047_N_N_2,40,-14.821784,36.300022,-39.074253,50.42,112.5
bs047_N_N_2,40,-17.372078,35.966457,-40.849281,49.59,115
bs047_N_N_2,40,-18.930820,35.537689,-41.927704,49.1,117.5
bs047_N_N_2,40,-21.056234,33.776909,-41.344688,49.29,120
bs047_N_N_2,40,-21.056234,33.776909,-41.344688,49.29,122.5
bs047_N_N_2,40,-23.682926,33.034935,-42.726624,51.89,125
bs047_N_N_2,40,-23.601967,31.851809,-42.627335,54.88,127.5
bs047_N_N_2,40,-25.699854,30.863714,-40.675282,48.68,130
bs047_N_N_2,40,-27.255529,29.165188,-37.906601,52.77,132.5
bs047_N_N_2,40,-29.206110,28.653059,-37.833729,51.59,135
bs047_N_N_2,40,-29.073645,26.834438,-36.975380,49.77,137.5
bs047_N_N_2,40,-31.342070,26.601332,-36.770931,47.41,140
bs047_N_N_2,40,-31.272066,24.177429,-37.504322,46.27,142.5
bs047_N_N_2,40,-33.579437,22.445349,-37.746235,48.89,145
bs047_N_N_2,40,-33.536995,21.244164,-38.076759,44.68,147.5
bs047_N_N_2,40,-33.426140,19.684803,-38.055157,47.8,150
bs047_N_N_2,40,-35.683880,17.595943,-38.052933,47.1,152.5
bs047_N_N_2,40,-35.683880,17.595943,-38.052933,47.1,155
bs047_N_N_2,40,-37.899036,15.131092,-37.944069,49.62,157.5
bs047_N_N_2,40,-37.642727,12.870880,-37.155003,47.47,160
bs047_N_N_2,40,-37.489891,11.351940,-36.758385,45.95,162.5
bs047_N_N_2,40,-39.486691,9.910006,-36.138763,47.26,165
bs047_N_N_2,40,-39.540039,8.182697,-35.625118,46.99,167.5
bs047_N_N_2,40,-39.290863,5.939692,-34.427486,47.37,170
bs047_N_N_2,40,-39.290863,5.939692,-34.427486,47.37,172.5
bs047_N_N_2,40,-38.921120,3.483947,-33.096893,44.77,175
bs047_N_N_2,40,-38.873329,1.416193,-32.379944,43.54,177.5
bs047_N_N_2,40,-41.093658,-0.670438,-32.205627,45.52,180
bs047_N_N_2,60,58.694748,-0.948507,-54.586304,61.92,0
bs047_N_N_2,60,58.406040,3.414830,-55.188545,61.5,2.5
bs047_N_N_2,60,58.259689,5.763666,-55.371666,61.38,5
bs047_N_N_2,60,58.081966,8.055033,-56.032665,62.94,7.5
bs047_N_N_2,60,57.531124,10.362959,-56.267780,66.03,10
bs047_N_N_2,60,56.050179,12.794106,-55.906803,64.26,12.5
bs047_N_N_2,60,55.286880,14.575171,-56.302872,63.32,15
bs047_N_N_2,60,54.748062,16.047316,-56.847485,64.36,17.5
bs047_N_N_2,60,53.424664,19.130606,-57.700794,68.71,20
bs047_N_N_2,60,53.424664,19.130606,-57.700794,68.71,22.5
bs047_N_N_2,60,50.479504,23.255032,-58.035553,62.91,25
bs047_N_N_2,60,48.530441,25.824211,-57.777214,67.4,27.5
bs047_N_N_2,60,47.852470,30.105097,-57.933025,68.63,30
bs047_N_N_2,60,47.852470,30.105097,-57.933025,68.63,32.5
bs047_N_N_2,60,45.735680,34.046574,-56.780540,66.01,35
bs047_N_N_2,60,45.891075,36.428425,-54.437897,68.64,37.5
bs047_N_N_2,60,46.130436,38.304741,-52.382835,68.73,40
bs047_N_N_2,60,43.505047,41.169197,-47.805340,70.51,42.5
bs047_N_N_2,60,43.510887,42.410133,-46.434269,69.17,45
bs047_N_N_2,60,41.343571,44.105370,-44.254284,74.54,47.5
bs047_N_N_2,60,38.067112,45.416393,-42.408890,72.14,50
bs047_N_N_2,60,37.508572,48.341213,-40.650673,73.13,52.5
bs047_N_N_2,60,34.992157,48.936836,-38.977268,71.82,55
bs047_N_N_2,60,32.686760,50.030098,-37.814159,71.46,57.5
bs047_N_N_2,60,30.434210,51.126549,-36.649353,70.41,60
bs047_N_N_2,60,28.349401,53.282295,-34.381817,69.42,62.5
bs047_N_N_2,60,26.060362,54.599915,-32.307907,68.13,65
bs047_N_N_2,60,23.129595,55.303688,-30.326605,73.11,67.5
bs047_N_N_2,60,21.381605,57.448147,-31.494722,75.93,70
bs047_N_N_2,60,17.624083,57.265633,-30.511909,74.54,72.5
bs047_N_N_2,60,15.334394,57.150101,-30.084389,74.41,75
bs047_N_N_2,60,12.193311,58.538776,-29.553885,69.53,77.5
bs047_N_N_2,60,10.479962,58.754749,-29.339878,71.76,80
bs047_N_N_2,60,8.293025,59.098663,-29.099749,71.67,82.5
bs047_N_N_2,60,6.010784,58.976086,-28.675255,68.16,85
bs047_N_N_2,60,3.562875,61.166523,-28.615486,68.52,87.5
bs047_N_N_2,60,-1.018570,60.893978,-28.026802,73.16,90
bs047_N_N_2,60,-3.307087,60.758953,-27.773167,72.71,92.5
bs047_N_N_2,60,-5.494046,60.538101,-27.627291,68.62,95
bs047_N_N_2,60,-7.352897,60.640263,-27.547857,71.55,97.5
bs047_N_N_2,60,-11.495668,57.997086,-26.594223,71.5,100
bs047_N_N_2,60,-13.793666,57.860214,-26.529854,69.84,102.5
bs047_N_N_2,60,-16.104525,57.709717,-26.633478,73.5,105
bs047_N_N_2,60,-18.390739,57.585762,-26.417753,71.36,107.5
bs047_N_N_2,60,-20.315634,57.491581,-26.255112,69.76,110
bs047_N_N_2,60,-22.960197,55.012436,-26.630613,74.15,112.5
bs047_N_N_2,60,-25.439852,54.214272,-28.175318,73.65,115
bs047_N_N_2,60,-26.933077,53.362389,-24.883589,73.69,117.5
bs047_N_N_2,60,-29.876719,51.498863,-27.469700,73.25,120
bs047_N_N_2,60,-32.056450,50.020672,-27.745733,77.23,122.5
bs047_N_N_2,60,-34.327595,48.758163,-29.850492,76.58,125
