u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,sample,subject
2.357974e+09,4.574564e+17,1.041157e+09,6.163258e+07,1.539790e+16,4.126202e+16,1.709899e+16,9.876667e+08,4.883542e+17,2.162759e+09,4.397669e+08,-4.221678e+17,-3.048060e+17,-3.819573e+17,1.661263e+09,1.920771e+18,1.297361e+08,2.534813e+08,2.395048e+16,2.782223e+17,-3.423008e+16,0,48
3.795584e+09,4.857544e+17,4.960829e+08,9.277011e+06,-1.161972e+14,3.036921e+14,-1.789134e+14,1.731144e+09,1.924865e+18,4.573386e+09,7.245005e+08,-1.318743e+18,-1.005108e+18,-1.297762e+18,2.408208e+09,4.263912e+18,3.043937e+07,8.003930e+07,-7.839196e+12,9.168459e+16,-4.396472e+15,1,40
2.759937e+09,3.699658e+17,8.706869e+07,5.491329e+06,-6.860824e+13,1.241357e+15,-4.293786e+12,1.219258e+09,8.737005e+17,2.795103e+09,4.680973e+08,-5.316076e+17,-4.352000e+17,-5.638289e+17,1.825567e+09,2.374311e+18,1.497995e+07,5.544927e+07,1.597289e+15,5.296692e+15,1.754525e+15,2,102
3.183721e+09,1.470965e+17,8.596816e+08,1.044883e+07,-5.940073e+14,-1.279630e+15,-9.669568e+14,1.637463e+09,1.381857e+18,6.020519e+09,1.150923e+09,-2.953287e+18,-1.334301e+18,-3.168680e+18,2.010139e+09,2.390999e+18,5.641619e+07,1.494226e+08,-1.243702e+16,1.301384e+17,-1.716586e+16,3,92
5.969436e+09,3.662297e+18,1.330147e+09,6.670923e+07,1.663563e+16,1.048466e+17,1.604289e+16,2.355839e+09,2.898420e+18,5.492376e+09,1.052068e+09,-2.513453e+18,-1.786243e+18,-2.359282e+18,4.268507e+09,1.308232e+19,1.213379e+08,3.008372e+08,1.386395e+15,7.824471e+17,-6.818413e+16,1,34
3.309045e+09,1.502177e+18,1.896946e+08,1.491438e+07,7.470171e+14,1.809115e+16,9.792555e+14,1.239730e+09,7.224100e+17,2.616163e+09,5.785478e+08,-7.108591e+17,-4.907341e+17,-6.818648e+17,2.459109e+09,4.347004e+18,8.097361e+05,1.111280e+08,-9.795393e+14,9.325357e+15,-1.266237e+15,1,82
1.427222e+10,2.597696e+19,3.008268e+07,9.097550e+06,-1.501507e+14,4.475207e+16,-1.688803e+14,5.349524e+09,1.539871e+19,1.273416e+10,2.297427e+09,-1.093046e+19,-8.428956e+18,-9.533314e+18,1.039245e+10,8.112941e+19,2.614790e+09,7.577217e+08,-1.031148e+18,-6.812379e+18,-1.200463e+18,1,72
5.061583e+09,1.495289e+18,5.508307e+08,1.309582e+07,1.009998e+15,1.416861e+16,8.551719e+14,2.227883e+09,2.633096e+18,6.451575e+09,1.095555e+09,-2.857907e+18,-1.760399e+18,-2.727972e+18,3.440574e+09,8.081696e+18,3.052455e+08,1.116929e+08,-4.457686e+14,3.120850e+17,-3.650332e+15,3,85
3.435854e+09,2.103932e+18,6.076429e+08,5.190022e+07,1.551436e+14,8.786452e+15,-1.831584e+15,1.155272e+09,7.180368e+17,1.973451e+09,3.630270e+08,-3.065565e+17,-3.075941e+17,-2.827794e+17,2.588626e+09,5.231074e+18,1.271706e+08,1.651437e+08,1.452716e+16,1.244865e+17,1.159718e+15,3,82
4.820450e+09,3.912182e+18,6.009567e+08,3.082385e+07,3.353772e+14,2.072360e+16,-5.152679e+14,1.768938e+09,1.161391e+18,4.468627e+09,8.059437e+08,-1.463984e+18,-8.545648e+17,-1.566646e+18,3.743008e+09,9.812878e+18,1.129289e+08,2.221383e+08,-3.328985e+16,5.530366e+17,-5.309235e+15,1,64
5.662618e+09,2.634409e+18,2.362737e+08,5.560024e+05,-4.009987e+12,-8.875475e+14,1.944946e+10,2.388030e+09,2.799100e+18,6.737311e+09,1.239182e+09,-3.580476e+18,-2.071547e+18,-3.807002e+18,3.989570e+09,1.096977e+19,5.203882e+07,8.346708e+07,2.736484e+15,-7.500133e+16,1.439913e+15,0,98
4.166197e+09,1.531265e+18,2.158784e+09,9.193716e+07,3.725058e+16,8.114302e+16,1.678177e+16,1.725449e+09,1.555731e+18,3.233281e+09,6.226758e+08,-8.808485e+17,-7.753961e+17,-9.914669e+17,2.924406e+09,6.339116e+18,6.372088e+08,5.296304e+08,2.032984e+17,7.647028e+17,7.467790e+16,3,89
4.970203e+09,1.516787e+18,1.880659e+08,6.360182e+06,1.352150e+14,7.313837e+15,1.595647e+14,2.221649e+09,2.323020e+18,7.014624e+09,1.244576e+09,-3.672825e+18,-1.892501e+18,-3.942093e+18,3.446424e+09,8.037343e+18,2.617176e+08,1.564060e+07,9.040747e+14,-3.724834e+16,-1.489337e+12,1,98
4.485305e+09,2.049801e+18,3.156077e+08,4.766045e+06,1.705782e+14,6.034572e+15,1.089638e+14,1.810192e+09,1.553220e+18,4.117544e+09,7.634964e+08,-1.349231e+18,-9.506842e+17,-1.357331e+18,3.239192e+09,7.732978e+18,1.372735e+08,1.019027e+08,-9.347617e+15,-2.078842e+17,4.013042e+13,2,96
5.249266e+09,2.147533e+18,1.994060e+09,8.104107e+07,2.261697e+16,9.091713e+16,1.600179e+16,2.227228e+09,2.458107e+18,5.897641e+09,1.205156e+09,-3.001854e+18,-1.827295e+18,-2.691355e+18,3.689492e+09,9.286463e+18,2.026691e+08,5.395918e+08,1.013286e+17,9.023599e+17,-1.852217e+16,2,66
4.549039e+09,3.279132e+18,1.030548e+08,2.787188e+07,1.486982e+15,5.040541e+16,1.628163e+15,1.552727e+09,1.493755e+18,1.612416e+09,2.602359e+08,-1.680273e+17,-3.169720e+17,-1.640653e+17,3.328118e+09,9.244397e+18,1.061866e+08,1.061266e+08,1.009206e+16,1.428739e+17,9.377460e+15,0,20
4.729396e+09,2.431211e+18,2.244279e+09,1.657445e+08,8.316334e+16,2.426761e+17,8.354049e+16,1.915932e+09,1.582642e+18,4.755647e+09,1.080843e+09,-2.348962e+18,-1.329474e+18,-2.309923e+18,3.472090e+09,8.193227e+18,5.270696e+08,9.631612e+08,6.039666e+17,1.545298e+18,4.256882e+17,2,94
4.353555e+09,5.235046e+17,9.266530e+08,9.314490e+06,2.480158e+14,1.242893e+15,-3.623308e+13,2.116980e+09,2.385728e+18,6.929978e+09,1.200504e+09,-3.368510e+18,-1.822315e+18,-3.322582e+18,2.810319e+09,5.017490e+18,2.746763e+08,1.180797e+08,-3.382840e+15,2.508409e+17,-1.005632e+16,2,85
2.389245e+09,4.087017e+17,1.344130e+09,6.924813e+07,9.845926e+15,1.820470e+16,4.051601e+15,1.047760e+09,5.341320e+17,2.540897e+09,5.372486e+08,-5.944811e+17,-3.807946e+17,-5.275867e+17,1.663528e+09,1.845037e+18,2.035329e+08,2.502131e+08,1.666705e+16,2.844732e+17,-5.810009e+16,3,48
4.040038e+09,2.439747e+18,1.589916e+09,6.987778e+07,1.896144e+16,9.866153e+16,2.109627e+16,1.391602e+09,1.190105e+18,2.254853e+09,3.740174e+08,-3.284805e+17,-3.968197e+17,-3.185581e+17,2.949381e+09,7.019372e+18,4.513747e+08,3.000465e+08,8.261437e+16,4.858613e+17,-2.739929e+16,0,43
5.357812e+09,5.601856e+18,1.426914e+09,1.549029e+08,2.560512e+16,4.718063e+16,-2.441001e+15,1.824594e+09,1.739629e+18,3.235367e+09,6.441918e+08,-7.622879e+17,-7.717019e+17,-9.395050e+17,4.048338e+09,1.279436e+19,7.228618e+08,5.406826e+08,2.164147e+17,7.378131e+17,1.456900e+17,0,21
5.696748e+09,2.342124e+18,4.193774e+08,5.265940e+07,-1.528118e+15,-1.081385e+16,-9.912196e+15,2.500854e+09,2.799371e+18,6.917426e+09,1.078291e+09,-2.905602e+18,-1.800682e+18,-3.041507e+18,4.023940e+09,1.086147e+19,1.289480e+09,1.225370e+08,1.085457e+15,-4.016306e+17,-5.720690e+16,2,79
6.128523e+09,4.152885e+18,1.283552e+09,4.825011e+07,1.092691e+16,9.424239e+16,1.489465e+16,2.430393e+09,3.014541e+18,4.702918e+09,1.076281e+09,-2.224988e+18,-1.783128e+18,-1.736593e+18,4.425984e+09,1.391174e+19,8.167575e+08,8.980013e+08,7.625988e+17,1.183036e+18,9.613185e+17,3,79
5.564994e+09,2.001103e+18,4.445798e+07,5.127530e+06,1.667377e+13,-2.341239e+15,4.694311e+13,2.422118e+09,3.047395e+18,7.109323e+09,1.375152e+09,-4.197723e+18,-2.361530e+18,-3.995079e+18,3.823981e+09,9.883362e+18,2.004127e+08,1.607441e+08,2.593264e+16,-2.657236e+17,-3.505060e+14,0,23
5.305507e+09,4.078442e+18,1.661771e+08,4.241283e+07,3.532078e+15,2.348141e+16,-9.045457e+14,2.082341e+09,1.496469e+18,4.742671e+09,7.556943e+08,-1.423889e+18,-9.226219e+17,-1.369652e+18,4.082581e+09,1.238021e+19,2.955516e+08,1.027689e+07,2.395377e+14,-1.566609e+16,2.004005e+14,3,73
3.195425e+09,7.352481e+17,2.544107e+09,9.052681e+07,4.027369e+16,7.489899e+16,3.995084e+16,1.334434e+09,1.010332e+18,2.584188e+09,4.852442e+08,-5.343691e+17,-4.847871e+17,-4.836007e+17,2.191886e+09,3.518381e+18,4.440340e+08,3.961439e+08,1.172632e+17,6.846957e+17,-1.177013e+17,3,62
6.173748e+09,3.758607e+18,6.456343e+08,2.520708e+07,3.074088e+15,4.658452e+16,3.304953e+15,2.430810e+09,3.299538e+18,4.521140e+09,8.294569e+08,-1.595798e+18,-1.502198e+18,-1.561504e+18,4.357408e+09,1.401526e+19,2.647257e+08,2.656485e+08,3.358506e+16,-3.062438e+16,3.401400e+16,0,3
3.634100e+09,5.865544e+17,2.152244e+09,6.938929e+07,1.973679e+16,3.917689e+16,1.895840e+16,1.675773e+09,1.441862e+18,4.414580e+09,8.483743e+08,-1.586975e+18,-1.004304e+18,-1.733716e+18,2.434637e+09,3.990648e+18,1.549393e+08,4.249894e+08,6.119480e+16,7.153584e+17,-8.060019e+16,0,92
5.741732e+09,3.814258e+18,2.842188e+09,1.692585e+08,1.061181e+17,3.018003e+17,8.777334e+16,2.201155e+09,2.534879e+18,4.042321e+09,7.729301e+08,-1.339936e+18,-1.216541e+18,-1.413474e+18,4.151743e+09,1.284404e+19,5.744454e+08,6.910180e+08,3.303125e+17,1.869642e+18,-1.114782e+17,1,57
4.626868e+09,1.340033e+18,3.908972e+09,1.322512e+08,9.424884e+16,1.526814e+17,9.596309e+16,2.093878e+09,1.944566e+18,5.146781e+09,1.010709e+09,-2.290221e+18,-1.403043e+18,-2.225165e+18,3.233488e+09,7.256173e+18,6.298210e+08,7.978521e+08,3.980068e+17,1.811290e+18,-1.575156e+17,1,66
5.237826e+09,3.904307e+17,4.085643e+08,5.447559e+06,1.811580e+14,-1.393290e+15,1.761616e+14,2.641415e+09,4.036226e+18,8.313256e+09,1.366381e+09,-4.551468e+18,-2.735451e+18,-4.607229e+18,3.229568e+09,6.866218e+18,2.793287e+08,3.511576e+07,-2.074780e+15,8.191437e+16,-1.449231e+15,3,99
5.681581e+09,4.847102e+18,1.397294e+09,4.082310e+07,5.356992e+15,6.351066e+16,4.364052e+15,1.977651e+09,2.278955e+18,3.367315e+09,5.217830e+08,-6.906306e+17,-7.874020e+17,-6.467305e+17,4.172797e+09,1.382086e+19,1.012373e+09,3.365408e+08,6.131230e+16,-6.704066e+16,5.466806e+16,1,54
4.239491e+09,2.643250e+18,2.086485e+09,1.812595e+08,1.104526e+17,2.902412e+17,1.130441e+17,1.555228e+09,1.138057e+18,3.030663e+09,6.201682e+08,-8.426423e+17,-6.598375e+17,-7.845969e+17,3.173253e+09,7.363555e+18,4.729580e+08,5.581916e+08,1.926339e+17,1.219098e+18,-1.613398e+17,2,50
4.909710e+09,1.934441e+18,9.281236e+08,6.011633e+07,1.248841e+16,7.848652e+16,1.259995e+16,2.103971e+09,2.011221e+18,5.515537e+09,1.097942e+09,-2.479372e+18,-1.497781e+18,-2.315068e+18,3.494776e+09,8.297044e+18,5.270678e+07,3.061935e+08,3.782026e+15,6.344179e+17,-3.796295e+16,1,75
2.700773e+09,6.233940e+17,1.514272e+09,8.760254e+07,2.187579e+16,4.743961e+16,1.707702e+16,1.150613e+09,6.089581e+17,2.653381e+09,6.012064e+08,-7.469641e+17,-4.641908e+17,-6.654693e+17,1.924471e+09,2.455444e+18,1.905089e+08,3.920308e+08,5.209095e+16,4.206007e+17,-5.901649e+16,2,48
4.106289e+09,1.861615e+18,2.472239e+08,1.469875e+07,6.377716e+14,1.854574e+16,6.322189e+14,1.527642e+09,1.531597e+18,2.290702e+09,3.639523e+08,-3.244494e+17,-4.449371e+17,-3.585744e+17,2.871933e+09,6.649495e+18,1.824836e+08,8.237410e+07,-2.204927e+14,-1.880411e+16,9.985877e+14,0,100
3.921832e+09,1.314457e+18,6.990731e+08,1.412906e+07,-7.780017e+14,1.938359e+15,-6.620064e+14,1.628621e+09,1.334788e+18,5.159579e+09,9.428462e+08,-1.980836e+18,-1.061038e+18,-1.934041e+18,2.766562e+09,5.389093e+18,4.134380e+08,2.800090e+08,1.921744e+16,-2.570317e+17,2.936026e+16,0,22
4.183969e+09,5.762800e+17,1.677548e+08,6.628836e+06,-1.908169e+14,-4.809474e+15,1.159810e+14,1.972732e+09,2.121565e+18,6.061732e+09,1.036174e+09,-2.593765e+18,-1.507585e+18,-2.497583e+18,2.727462e+09,4.923050e+18,8.226551e+07,3.005949e+07,1.486460e+15,-5.339158e+16,-3.895908e+14,0,70
6.103869e+09,4.484525e+18,7.474022e+08,6.421593e+07,1.378933e+16,1.341885e+17,1.461783e+16,2.258313e+09,3.020363e+18,3.497432e+09,6.464379e+08,-8.840256e+17,-1.072949e+18,-1.004942e+18,4.371585e+09,1.487956e+19,4.977484e+07,2.464711e+08,1.026527e+16,7.796601e+17,-2.673669e+16,3,104
3.987773e+09,1.247905e+18,2.631321e+08,2.033700e+07,9.326872e+14,1.578422e+16,2.055754e+14,1.652353e+09,1.533124e+18,3.342081e+09,4.852130e+08,-6.172322e+17,-5.996421e+17,-6.443642e+17,2.751834e+09,5.725415e+18,3.103884e+08,1.010082e+07,4.099042e+14,2.416888e+16,9.274570e+13,0,77
3.526795e+09,1.045453e+18,1.317062e+09,1.861363e+07,2.803775e+15,1.794525e+16,2.489107e+15,1.458746e+09,1.106571e+18,3.797916e+09,7.076692e+08,-1.147799e+18,-7.401768e+17,-1.224247e+18,2.476178e+09,4.427567e+18,3.024386e+08,2.032917e+08,3.128331e+15,2.325854e+16,-1.905674e+16,2,83
5.294823e+09,3.715408e+18,2.991722e+09,1.917293e+08,1.398382e+17,3.601996e+17,1.528541e+17,1.947327e+09,2.058160e+18,3.446831e+09,6.270933e+08,-9.129517e+17,-8.957791e+17,-8.182395e+17,3.863762e+09,1.125367e+19,6.319121e+08,5.539214e+08,2.502523e+17,1.789534e+18,-1.869431e+17,0,91
3.273948e+09,1.743057e+17,3.152026e+08,5.302542e+06,1.909216e+14,1.922394e+15,1.825724e+14,1.683639e+09,1.406574e+18,6.465658e+09,1.308468e+09,-3.755024e+18,-1.543056e+18,-4.047094e+18,2.089124e+09,2.529497e+18,9.705883e+07,1.263390e+08,-1.179840e+16,7.116843e+16,-8.238347e+15,2,92
4.456428e+09,4.532997e+17,3.263448e+07,6.292258e+06,4.732773e+13,8.588380e+14,-5.640002e+13,2.202524e+09,2.498640e+18,8.180822e+09,1.503788e+09,-5.273030e+18,-2.377050e+18,-5.230869e+18,2.875793e+09,5.080096e+18,9.669724e+07,1.477204e+08,9.067900e+15,-2.099812e+17,-5.837769e+15,0,81
7.472264e+09,1.084784e+19,9.173066e+09,8.586209e+08,2.372031e+18,2.744203e+18,2.452917e+18,2.517938e+09,2.876466e+18,4.892536e+09,1.019171e+09,-2.265052e+18,-1.724358e+18,-2.163224e+18,5.776654e+09,2.520575e+19,3.424759e+09,2.821078e+09,7.635808e+18,1.056234e+19,4.607681e+17,0,17
5.174653e+09,2.989720e+18,1.300328e+09,5.534771e+07,1.484187e+16,9.441022e+16,1.688930e+16,2.157981e+09,1.670071e+18,6.306817e+09,1.170735e+09,-3.087695e+18,-1.475644e+18,-3.014522e+18,3.886528e+09,9.735054e+18,2.123055e+09,2.300221e+08,-1.605268e+17,-4.008116e+17,-1.007576e+17,0,16
3.083177e+09,7.470338e+17,4.117910e+08,4.082608e+07,5.258382e+15,3.473928e+16,6.042123e+15,1.355878e+09,7.706706e+17,2.876332e+09,7.106733e+08,-8.789507e+17,-5.837839e+17,-1.035711e+18,2.208737e+09,3.213477e+18,1.738996e+07,1.941258e+08,-9.924668e+15,2.234225e+17,-1.561736e+16,3,90
5.903612e+09,4.852165e+18,2.241452e+09,1.952032e+08,1.106480e+17,3.685298e+17,9.617845e+16,2.132010e+09,2.525799e+18,3.562301e+09,6.589275e+08,-1.000893e+18,-1.043643e+18,-9.075586e+17,4.317134e+09,1.429799e+19,1.442551e+09,8.516600e+08,6.677730e+17,1.217317e+18,3.896580e+17,2,49
5.735006e+09,4.121574e+18,2.887395e+09,1.541193e+08,6.716957e+16,2.180091e+17,3.747105e+16,2.163382e+09,2.411787e+18,4.721770e+09,9.035934e+08,-1.787661e+18,-1.375552e+18,-1.631734e+18,4.186347e+09,1.289057e+19,4.878758e+08,6.334534e+08,2.396636e+17,1.603553e+18,-1.301113e+17,1,51
1.901940e+09,2.323770e+17,8.551027e+08,5.085104e+07,1.060370e+16,2.451258e+16,1.043450e+16,8.468765e+08,3.286724e+17,1.872367e+09,4.143184e+08,-3.583464e+17,-2.357706e+17,-3.411531e+17,1.328929e+09,1.157365e+18,4.482861e+07,2.669536e+08,1.867262e+16,2.256096e+17,-1.424970e+16,2,58
3.601348e+09,7.182955e+17,3.881222e+06,1.894128e+05,-1.234856e+11,-1.112186e+14,-1.692475e+11,1.634558e+09,1.290005e+18,4.945012e+09,8.937116e+08,-1.750314e+18,-9.706952e+17,-1.991023e+18,2.473518e+09,3.895510e+18,1.462197e+08,8.717209e+07,6.438473e+15,-1.257268e+17,-4.222682e+15,1,56
6.105706e+09,4.386731e+18,5.292558e+08,4.601802e+06,-2.264928e+14,-5.754236e+15,-2.802014e+14,2.468878e+09,2.394790e+18,6.446126e+09,1.201948e+09,-3.342682e+18,-1.859615e+18,-3.241279e+18,4.558336e+09,1.456811e+19,3.755669e+06,1.316719e+08,-1.075617e+13,-8.794099e+16,6.681253e+14,0,87
4.055865e+09,1.170725e+18,1.340419e+09,4.351487e+07,6.563453e+15,2.988464e+16,3.864011e+15,1.709122e+09,1.601282e+18,3.999230e+09,7.652185e+08,-1.286012e+18,-9.502055e+17,-1.324087e+18,2.790744e+09,5.514896e+18,8.136225e+07,2.408228e+08,7.012708e+15,4.145663e+17,-3.629517e+16,0,45
3.804719e+09,1.222879e+18,2.528370e+09,9.489791e+07,4.317246e+16,1.003253e+17,4.547003e+16,1.594528e+09,1.227281e+18,3.791883e+09,7.480303e+08,-1.255722e+18,-8.282024e+17,-1.149627e+18,2.697630e+09,4.917158e+18,6.681667e+08,3.591893e+08,1.025355e+17,7.725076e+17,-1.110205e+17,1,55
6.146762e+09,4.659776e+18,1.048275e+09,1.550704e+07,1.265957e+15,2.342909e+16,8.465882e+14,2.429038e+09,2.434165e+18,6.133234e+09,1.164070e+09,-3.049405e+18,-1.794630e+18,-3.056322e+18,4.587000e+09,1.471197e+19,5.244427e+06,2.298615e+08,-6.106782e+15,2.715671e+17,-1.115309e+16,1,87
3.057851e+09,8.708783e+17,7.850436e+08,6.831068e+07,1.558324e+16,6.374514e+16,1.624222e+16,1.304313e+09,6.950864e+17,2.424664e+09,5.732020e+08,-6.744822e+17,-4.762373e+17,-6.644317e+17,2.225290e+09,3.409667e+18,1.405235e+08,2.300576e+08,-2.526729e+15,3.804452e+17,-5.106754e+16,1,90
3.714852e+09,8.111464e+17,8.189898e+06,1.907156e+05,7.681386e+10,-1.693868e+14,2.498025e+10,1.613710e+09,1.456294e+18,3.746268e+09,6.867026e+08,-1.099191e+18,-8.274874e+17,-1.054083e+18,2.509021e+09,4.446246e+18,5.746942e+07,6.815818e+07,-5.719495e+14,-1.272783e+17,-3.898612e+15,2,74
6.022434e+09,3.646835e+18,1.297801e+09,8.714527e+07,2.911142e+16,1.587452e+17,3.349431e+16,2.420743e+09,2.870556e+18,5.813381e+09,1.255172e+09,-3.277750e+18,-2.088192e+18,-3.376633e+18,4.329145e+09,1.304937e+19,3.778808e+07,4.408623e+08,-5.023228e+15,1.054525e+18,-6.894678e+16,0,34
5.076948e+09,2.529105e+18,3.645197e+09,1.514573e+08,6.706439e+16,1.605871e+17,5.476010e+16,2.002465e+09,2.269583e+18,3.995072e+09,7.310993e+08,-1.245698e+18,-1.098761e+18,-1.162603e+18,3.570793e+09,9.458800e+18,1.196715e+09,7.477509e+08,4.702402e+17,1.135566e+18,-8.535019e+15,3,49
4.158656e+09,3.190708e+17,1.168536e+08,5.924206e+06,-1.443076e+14,-2.455178e+15,-1.483353e+14,2.085458e+09,2.282350e+18,6.803524e+09,1.191903e+09,-3.363604e+18,-1.794303e+18,-3.062658e+18,2.650313e+09,4.369334e+18,2.513134e+08,1.649368e+07,4.838342e+14,-3.357899e+16,-2.383705e+14,3,70
6.311247e+09,4.235412e+18,5.870506e+08,1.031822e+07,7.968145e+14,2.091124e+16,9.009863e+14,2.450361e+09,3.263856e+18,6.347284e+09,1.065491e+09,-2.770096e+18,-1.924482e+18,-2.648476e+18,4.505702e+09,1.518803e+19,4.308855e+08,1.169759e+08,6.909568e+15,4.558427e+17,6.055912e+15,0,47
4.755968e+09,1.623976e+18,6.949026e+08,2.208189e+07,3.158387e+14,1.255647e+16,4.712835e+13,1.962965e+09,2.329914e+18,4.163735e+09,6.591882e+08,-1.082531e+18,-1.000619e+18,-9.922052e+17,3.233845e+09,7.807269e+18,5.396297e+07,1.257975e+08,4.100452e+15,2.436789e+17,-9.518173e+15,1,42
5.609776e+09,3.366679e+18,5.893933e+08,4.565756e+07,6.671919e+15,8.158530e+16,6.167503e+15,2.400329e+09,1.897027e+18,7.677749e+09,1.473774e+09,-4.924573e+18,-2.021988e+18,-4.561439e+18,4.235109e+09,1.196686e+19,8.537987e+08,3.536242e+08,-1.461358e+17,-2.989899e+17,-4.320845e+16,0,4
4.313237e+09,1.510221e+18,7.174862e+08,1.490602e+07,1.458125e+15,1.829435e+16,2.069158e+15,1.832742e+09,1.582317e+18,4.590325e+09,9.479306e+08,-1.914545e+18,-1.166337e+18,-1.774360e+18,3.055342e+09,6.176929e+18,1.212197e+09,9.048830e+07,2.857797e+16,1.807789e+17,3.094311e+16,2,65
6.403981e+09,1.844414e+18,3.724812e+08,2.745082e+06,-8.311395e+13,-3.256046e+15,-2.528943e+13,2.883426e+09,4.677034e+18,7.617149e+09,1.370358e+09,-4.409644e+18,-2.959658e+18,-4.437393e+18,4.241513e+09,1.246273e+19,2.197007e+07,7.141439e+07,-2.556473e+15,-9.504696e+16,-1.245846e+15,0,7
5.517100e+09,3.154018e+18,5.533517e+07,1.352352e+06,3.947833e+12,1.642685e+15,3.901446e+12,2.099886e+09,2.696534e+18,3.391885e+09,5.545413e+08,-7.445704e+17,-9.016652e+17,-7.178298e+17,3.875824e+09,1.176895e+19,3.716903e+07,2.974557e+07,-8.355953e+14,5.011701e+16,-1.437686e+14,1,104
3.703251e+09,1.280338e+18,6.535332e+08,4.712741e+07,7.431114e+15,5.131346e+16,7.996636e+15,1.489315e+09,1.172257e+18,3.040789e+09,5.733769e+08,-7.569850e+17,-6.206684e+17,-7.197003e+17,2.620804e+09,5.002863e+18,9.817047e+07,2.197020e+08,1.866762e+16,2.911343e+17,-5.454136e+15,3,71
1.421500e+10,2.316643e+19,1.096367e+07,2.294069e+07,3.102334e+14,3.710225e+16,3.827460e+13,5.396259e+09,1.624288e+19,1.306223e+10,2.221864e+09,-1.196785e+19,-8.953945e+18,-1.148824e+19,1.018598e+10,7.894211e+19,8.762624e+08,3.561584e+08,-1.983761e+17,-3.048133e+18,-2.203846e+17,3,72
4.242775e+09,1.365157e+18,4.638260e+08,1.458997e+07,1.043400e+15,1.607518e+16,1.387885e+15,1.731406e+09,1.845355e+18,3.425702e+09,5.966718e+08,-7.755750e+17,-7.721933e+17,-8.342850e+17,2.886611e+09,6.387080e+18,6.379686e+07,9.892246e+07,7.788639e+14,6.736442e+16,-5.005287e+15,0,68
3.283082e+09,1.007967e+18,1.426716e+09,5.493725e+07,1.527870e+16,5.430755e+16,1.733257e+16,1.289763e+09,9.843371e+17,2.300948e+09,4.072733e+08,-3.916260e+17,-4.034059e+17,-3.451119e+17,2.292667e+09,3.973880e+18,1.839839e+08,2.530383e+08,3.332518e+16,4.903075e+17,-2.733027e+16,2,62
3.716795e+09,8.758763e+17,6.856850e+06,8.328911e+05,8.748712e+11,6.494960e+13,2.155540e+12,1.591686e+09,1.451304e+18,3.388511e+09,5.979825e+08,-8.414554e+17,-7.175461e+17,-8.469594e+17,2.512136e+09,4.590145e+18,3.574258e+07,4.581727e+07,-6.402506e+14,-9.466147e+16,-2.146918e+15,1,74
4.240098e+09,1.906153e+18,1.572300e+08,6.513199e+06,9.826356e+13,7.922480e+15,1.016639e+14,1.616696e+09,1.634277e+18,2.750998e+09,4.699252e+08,-5.007069e+17,-5.805767e+17,-5.937662e+17,2.970974e+09,6.904229e+18,9.516985e+07,6.653410e+07,-2.664962e+15,-7.829737e+16,1.089594e+14,3,100
3.547233e+09,1.047086e+18,1.049298e+08,1.508321e+07,4.256486e+14,1.214273e+16,2.882823e+14,1.443804e+09,1.169509e+18,2.860553e+09,5.234153e+08,-6.367538e+17,-5.646905e+17,-6.017428e+17,2.466486e+09,4.486126e+18,5.707370e+07,1.020126e+08,3.407062e+15,-1.184852e+15,3.704541e+15,0,71
3.686656e+09,1.967174e+18,4.221237e+08,6.717398e+07,1.032668e+16,8.805591e+16,1.141796e+16,1.322595e+09,9.576503e+17,2.055867e+09,3.977435e+08,-3.538186e+17,-3.856541e+17,-3.125649e+17,2.712642e+09,5.648447e+18,1.223310e+08,2.678186e+08,4.577266e+16,3.501754e+17,3.374369e+16,2,12
2.542965e+09,6.313188e+17,5.514364e+08,3.733998e+07,5.204815e+15,2.934161e+16,5.755995e+15,9.968216e+08,5.666475e+17,1.671670e+09,3.112531e+08,-2.190936e+17,-2.312718e+17,-2.229390e+17,1.790417e+09,2.458133e+18,7.567171e+07,1.598248e+08,1.221559e+16,1.874707e+17,-5.975306e+15,0,63
1.713933e+09,1.594890e+17,5.362037e+08,1.844720e+07,1.614439e+15,6.881579e+15,1.688388e+15,7.706240e+08,2.975000e+17,1.906515e+09,3.859647e+08,-3.251738e+17,-2.091153e+17,-2.947790e+17,1.169379e+09,9.070973e+17,3.093113e+07,1.249544e+08,-7.984202e+14,9.500816e+16,-9.725472e+15,1,58
4.396201e+09,2.898645e+18,1.104491e+08,1.509640e+06,1.386030e+13,2.442954e+15,2.448568e+13,1.670177e+09,1.064805e+18,4.229404e+09,7.559584e+08,-1.341224e+18,-7.794099e+17,-1.316784e+18,3.365739e+09,7.776374e+18,4.017109e+08,9.858631e+07,-1.955061e+16,2.298473e+17,2.162826e+15,0,64
3.994989e+09,1.307469e+18,3.342763e+08,3.048572e+07,2.355502e+15,3.417056e+16,1.779889e+15,1.615558e+09,1.530802e+18,2.896249e+09,5.186152e+08,-6.181239e+17,-6.325102e+17,-6.333751e+17,2.757802e+09,5.784560e+18,2.954231e+07,1.270783e+08,3.992488e+15,1.854607e+17,-2.404889e+15,1,60
